Keele University - Solcast weather forecast - Mean Global Horizontal Irradiance Date;Keele University - Solcast weather forecast - Mean Global Horizontal Irradiance Time;Keele University - Solcast weather forecast - Mean Global Horizontal Irradiance (kW/m^2) Mean Global Horizontal Irradiance (Solcast weather forecast) Average;(1) Keele University - Solcast weather forecast - Mean Direct Normal Irradiance Date;(1) Keele University - Solcast weather forecast - Mean Direct Normal Irradiance Time;(1) Keele University - Solcast weather forecast - Mean Direct Normal Irradiance(1) Keele University - Solcast weather forecast - Mean Direct Normal Irradiance (kW/m^2) Mean Direct Normal Irradiance (Solcast weather forecast) Average;(2) Keele University - Solcast weather forecast - Diffuse Horizontal Irradiance Date;(2) Keele University - Solcast weather forecast - Diffuse Horizontal Irradiance Time;(2) Keele University - Solcast weather forecast - Diffuse Horizontal Irradiance(2) Keele University - Solcast weather forecast - Diffuse Horizontal Irradiance (kW/m^2) Diffuse Horizontal Irradiance (Solcast weather forecast) Average;(3) Keele University - Solcast weather forecast - Azimuth Date;(3) Keele University - Solcast weather forecast - Azimuth Time;(3) Keele University - Solcast weather forecast - Azimuth(3) Keele University - Solcast weather forecast - Azimuth (°) Azimuth (Solcast weather forecast) Average;(4) Keele University - Solcast weather forecast - Zenith Date;(4) Keele University - Solcast weather forecast - Zenith Time;(4) Keele University - Solcast weather forecast - Zenith(4) Keele University - Solcast weather forecast - Zenith (°) Zenith (Solcast weather forecast) Average;(5) Keele University - Solcast weather forecast - Cloud opacity Date;(5) Keele University - Solcast weather forecast - Cloud opacity Time;(5) Keele University - Solcast weather forecast - Cloud opacity(5) Keele University - Solcast weather forecast - Cloud opacity (%) Cloud opacity (Solcast weather forecast) Average;(6) Keele University - PV B077 Home Farm 006148 - Energy Generated Date;(6) Keele University - PV B077 Home Farm 006148 - Energy Generated Time;(6) Keele University - PV B077 Home Farm 006148 - Energy Generated(6) Keele University - PV B077 Home Farm 006148 - Energy Generated (kWh) Energy Generated (PV B077 Home Farm 006148);(7) Keele University - Solcast weather forecast - Temperature Date;(7) Keele University - Solcast weather forecast - Temperature Time;(7) Keele University - Solcast weather forecast - Temperature(7) Keele University - Solcast weather forecast - Temperature (°C) Temperature Value (Solcast weather forecast) Average
04/19/2021;7:00:00 am;0.189;04/19/2021;7:00:00 am;0.477;04/19/2021;7:00:00 am;0.071;04/19/2021;7:00:00 am;-90.500;04/19/2021;7:00:00 am;76.625;04/19/2021;7:00:00 am;0.000;04/19/2021;7:00:00 am;0.000;04/19/2021;7:00:00 am;4.708
04/19/2021;8:00:00 am;0.351;04/19/2021;8:00:00 am;0.669;04/19/2021;8:00:00 am;0.090;04/19/2021;8:00:00 am;-102.708;04/19/2021;8:00:00 am;67.625;04/19/2021;8:00:00 am;0.000;04/19/2021;8:00:00 am;0.000;04/19/2021;8:00:00 am;6.625
04/19/2021;9:00:00 am;0.501;04/19/2021;9:00:00 am;0.764;04/19/2021;9:00:00 am;0.098;04/19/2021;9:00:00 am;-116.417;04/19/2021;9:00:00 am;59.333;04/19/2021;9:00:00 am;0.000;04/19/2021;9:00:00 am;1.100;04/19/2021;9:00:00 am;8.000
04/19/2021;10:00:00 am;0.621;04/19/2021;10:00:00 am;0.803;04/19/2021;10:00:00 am;0.118;04/19/2021;10:00:00 am;-131.542;04/19/2021;10:00:00 am;51.542;04/19/2021;10:00:00 am;0.708;04/19/2021;10:00:00 am;1.500;04/19/2021;10:00:00 am;9.417
04/19/2021;11:00:00 am;0.709;04/19/2021;11:00:00 am;0.827;04/19/2021;11:00:00 am;0.123;04/19/2021;11:00:00 am;-150.167;04/19/2021;11:00:00 am;45.667;04/19/2021;11:00:00 am;0.292;04/19/2021;11:00:00 am;1.700;04/19/2021;11:00:00 am;10.708
04/19/2021;12:00:00 pm;0.752;04/19/2021;12:00:00 pm;0.828;04/19/2021;12:00:00 pm;0.117;04/19/2021;12:00:00 pm;-95.875;04/19/2021;12:00:00 pm;43.083;04/19/2021;12:00:00 pm;0.000;04/19/2021;12:00:00 pm;1.800;04/19/2021;12:00:00 pm;11.000
04/19/2021;1:00:00 pm;0.736;04/19/2021;1:00:00 pm;0.792;04/19/2021;1:00:00 pm;0.134;04/19/2021;1:00:00 pm;167.917;04/19/2021;1:00:00 pm;42.917;04/19/2021;1:00:00 pm;1.042;04/19/2021;1:00:00 pm;1.900;04/19/2021;1:00:00 pm;11.208
04/19/2021;2:00:00 pm;0.603;04/19/2021;2:00:00 pm;0.522;04/19/2021;2:00:00 pm;0.238;04/19/2021;2:00:00 pm;147.042;04/19/2021;2:00:00 pm;46.042;04/19/2021;2:00:00 pm;11.625;04/19/2021;2:00:00 pm;1.700;04/19/2021;2:00:00 pm;12.000
04/19/2021;3:00:00 pm;0.438;04/19/2021;3:00:00 pm;0.239;04/19/2021;3:00:00 pm;0.290;04/19/2021;3:00:00 pm;129.667;04/19/2021;3:00:00 pm;52.458;04/19/2021;3:00:00 pm;25.375;04/19/2021;3:00:00 pm;1.600;04/19/2021;3:00:00 pm;12.000
04/19/2021;4:00:00 pm;0.320;04/19/2021;4:00:00 pm;0.155;04/19/2021;4:00:00 pm;0.242;04/19/2021;4:00:00 pm;114.583;04/19/2021;4:00:00 pm;59.875;04/19/2021;4:00:00 pm;29.000;04/19/2021;4:00:00 pm;1.200;04/19/2021;4:00:00 pm;11.292
04/19/2021;5:00:00 pm;0.211;04/19/2021;5:00:00 pm;0.122;04/19/2021;5:00:00 pm;0.166;04/19/2021;5:00:00 pm;100.792;04/19/2021;5:00:00 pm;68.667;04/19/2021;5:00:00 pm;29.625;04/19/2021;5:00:00 pm;0.700;04/19/2021;5:00:00 pm;11.000
04/19/2021;6:00:00 pm;0.098;04/19/2021;6:00:00 pm;0.057;04/19/2021;6:00:00 pm;0.084;04/19/2021;6:00:00 pm;88.500;04/19/2021;6:00:00 pm;77.375;04/19/2021;6:00:00 pm;34.042;04/19/2021;6:00:00 pm;0.200;04/19/2021;6:00:00 pm;10.292
04/19/2021;7:00:00 pm;0.020;04/19/2021;7:00:00 pm;0.009;04/19/2021;7:00:00 pm;0.018;04/19/2021;7:00:00 pm;76.500;04/19/2021;7:00:00 pm;86.375;04/19/2021;7:00:00 pm;39.750;04/19/2021;7:00:00 pm;0.000;04/19/2021;7:00:00 pm;9.583
04/19/2021;8:00:00 pm;0.000;04/19/2021;8:00:00 pm;0.000;04/19/2021;8:00:00 pm;0.000;04/19/2021;8:00:00 pm;64.500;04/19/2021;8:00:00 pm;94.667;04/19/2021;8:00:00 pm;44.125;04/19/2021;8:00:00 pm;0.000;04/19/2021;8:00:00 pm;8.000
04/19/2021;9:00:00 pm;0.000;04/19/2021;9:00:00 pm;0.000;04/19/2021;9:00:00 pm;0.000;04/19/2021;9:00:00 pm;51.792;04/19/2021;9:00:00 pm;102.458;04/19/2021;9:00:00 pm;46.000;04/19/2021;9:00:00 pm;0.000;04/19/2021;9:00:00 pm;8.000
04/19/2021;10:00:00 pm;0.000;04/19/2021;10:00:00 pm;0.000;04/19/2021;10:00:00 pm;0.000;04/19/2021;10:00:00 pm;38.375;04/19/2021;10:00:00 pm;108.750;04/19/2021;10:00:00 pm;47.125;04/19/2021;10:00:00 pm;0.000;04/19/2021;10:00:00 pm;8.000
04/19/2021;11:00:00 pm;0.000;04/19/2021;11:00:00 pm;0.000;04/19/2021;11:00:00 pm;0.000;04/19/2021;11:00:00 pm;22.667;04/19/2021;11:00:00 pm;113.625;04/19/2021;11:00:00 pm;49.208;04/19/2021;11:00:00 pm;0.000;04/19/2021;11:00:00 pm;8.000
04/20/2021;12:00:00 am;0.000;04/20/2021;12:00:00 am;0.000;04/20/2021;12:00:00 am;0.000;04/20/2021;12:00:00 am;6.667;04/20/2021;12:00:00 am;115.708;04/20/2021;12:00:00 am;51.458;04/20/2021;12:00:00 am;0.000;04/20/2021;12:00:00 am;8.000
04/20/2021;1:00:00 am;0.000;04/20/2021;1:00:00 am;0.000;04/20/2021;1:00:00 am;0.000;04/20/2021;1:00:00 am;-9.333;04/20/2021;1:00:00 am;115.792;04/20/2021;1:00:00 am;57.000;04/20/2021;1:00:00 am;0.000;04/20/2021;1:00:00 am;8.000
04/20/2021;2:00:00 am;0.000;04/20/2021;2:00:00 am;0.000;04/20/2021;2:00:00 am;0.000;04/20/2021;2:00:00 am;-25.125;04/20/2021;2:00:00 am;113.167;04/20/2021;2:00:00 am;57.000;04/20/2021;2:00:00 am;0.000;04/20/2021;2:00:00 am;8.000
04/20/2021;3:00:00 am;0.000;04/20/2021;3:00:00 am;0.000;04/20/2021;3:00:00 am;0.000;04/20/2021;3:00:00 am;-40.125;04/20/2021;3:00:00 am;108.250;04/20/2021;3:00:00 am;57.000;04/20/2021;3:00:00 am;0.000;04/20/2021;3:00:00 am;7.792
04/20/2021;4:00:00 am;0.000;04/20/2021;4:00:00 am;0.000;04/20/2021;4:00:00 am;0.000;04/20/2021;4:00:00 am;-53.708;04/20/2021;4:00:00 am;101.333;04/20/2021;4:00:00 am;57.417;04/20/2021;4:00:00 am;0.000;04/20/2021;4:00:00 am;7.000
04/20/2021;5:00:00 am;0.000;04/20/2021;5:00:00 am;0.000;04/20/2021;5:00:00 am;0.000;04/20/2021;5:00:00 am;-66.500;04/20/2021;5:00:00 am;93.333;04/20/2021;5:00:00 am;57.583;04/20/2021;5:00:00 am;0.000;04/20/2021;5:00:00 am;7.000
04/20/2021;6:00:00 am;0.019;04/20/2021;6:00:00 am;0.005;04/20/2021;6:00:00 am;0.018;04/20/2021;6:00:00 am;-78.500;04/20/2021;6:00:00 am;85.125;04/20/2021;6:00:00 am;57.000;04/20/2021;6:00:00 am;0.000;04/20/2021;6:00:00 am;7.208
04/20/2021;7:00:00 am;0.066;04/20/2021;7:00:00 am;0.008;04/20/2021;7:00:00 am;0.064;04/20/2021;7:00:00 am;-90.500;04/20/2021;7:00:00 am;76.125;04/20/2021;7:00:00 am;59.667;04/20/2021;7:00:00 am;0.000;04/20/2021;7:00:00 am;8.000
04/20/2021;8:00:00 am;0.091;04/20/2021;8:00:00 am;0.003;04/20/2021;8:00:00 am;0.089;04/20/2021;8:00:00 am;-102.708;04/20/2021;8:00:00 am;67.125;04/20/2021;8:00:00 am;70.708;04/20/2021;8:00:00 am;0.000;04/20/2021;8:00:00 am;8.000
04/20/2021;9:00:00 am;0.090;04/20/2021;9:00:00 am;0.002;04/20/2021;9:00:00 am;0.089;04/20/2021;9:00:00 am;-116.417;04/20/2021;9:00:00 am;58.333;04/20/2021;9:00:00 am;80.833;04/20/2021;9:00:00 am;0.000;04/20/2021;9:00:00 am;8.417
04/20/2021;10:00:00 am;0.118;04/20/2021;10:00:00 am;0.002;04/20/2021;10:00:00 am;0.116;04/20/2021;10:00:00 am;-131.542;04/20/2021;10:00:00 am;51.250;04/20/2021;10:00:00 am;80.167;04/20/2021;10:00:00 am;0.000;04/20/2021;10:00:00 am;10.000
04/20/2021;11:00:00 am;0.164;04/20/2021;11:00:00 am;0.002;04/20/2021;11:00:00 am;0.162;04/20/2021;11:00:00 am;-150.167;04/20/2021;11:00:00 am;45.458;04/20/2021;11:00:00 am;75.875;04/20/2021;11:00:00 am;0.000;04/20/2021;11:00:00 am;10.708
04/20/2021;12:00:00 pm;0.181;04/20/2021;12:00:00 pm;0.002;04/20/2021;12:00:00 pm;0.179;04/20/2021;12:00:00 pm;-96.083;04/20/2021;12:00:00 pm;42.292;04/20/2021;12:00:00 pm;75.000;04/20/2021;12:00:00 pm;0.000;04/20/2021;12:00:00 pm;11.000
04/20/2021;1:00:00 pm;0.198;04/20/2021;1:00:00 pm;0.004;04/20/2021;1:00:00 pm;0.195;04/20/2021;1:00:00 pm;167.625;04/20/2021;1:00:00 pm;42.917;04/20/2021;1:00:00 pm;72.542;04/20/2021;1:00:00 pm;0.000;04/20/2021;1:00:00 pm;11.000
04/20/2021;2:00:00 pm;0.245;04/20/2021;2:00:00 pm;0.011;04/20/2021;2:00:00 pm;0.237;04/20/2021;2:00:00 pm;147.042;04/20/2021;2:00:00 pm;46.042;04/20/2021;2:00:00 pm;62.500;04/20/2021;2:00:00 pm;0.000;04/20/2021;2:00:00 pm;11.000
04/20/2021;3:00:00 pm;0.259;04/20/2021;3:00:00 pm;0.023;04/20/2021;3:00:00 pm;0.244;04/20/2021;3:00:00 pm;129.167;04/20/2021;3:00:00 pm;51.958;04/20/2021;3:00:00 pm;53.458;04/20/2021;3:00:00 pm;0.000;04/20/2021;3:00:00 pm;11.708
04/20/2021;4:00:00 pm;0.195;04/20/2021;4:00:00 pm;0.020;04/20/2021;4:00:00 pm;0.185;04/20/2021;4:00:00 pm;113.875;04/20/2021;4:00:00 pm;59.667;04/20/2021;4:00:00 pm;54.667;04/20/2021;4:00:00 pm;0.000;04/20/2021;4:00:00 pm;12.000
04/20/2021;5:00:00 pm;0.108;04/20/2021;5:00:00 pm;0.010;04/20/2021;5:00:00 pm;0.104;04/20/2021;5:00:00 pm;100.500;04/20/2021;5:00:00 pm;68.375;04/20/2021;5:00:00 pm;62.667;04/20/2021;5:00:00 pm;0.000;04/20/2021;5:00:00 pm;11.292
04/20/2021;6:00:00 pm;0.044;04/20/2021;6:00:00 pm;0.005;04/20/2021;6:00:00 pm;0.043;04/20/2021;6:00:00 pm;88.500;04/20/2021;6:00:00 pm;77.375;04/20/2021;6:00:00 pm;69.333;04/20/2021;6:00:00 pm;0.000;04/20/2021;6:00:00 pm;10.792
04/20/2021;7:00:00 pm;0.009;04/20/2021;7:00:00 pm;0.000;04/20/2021;7:00:00 pm;0.009;04/20/2021;7:00:00 pm;76.500;04/20/2021;7:00:00 pm;86.375;04/20/2021;7:00:00 pm;72.417;04/20/2021;7:00:00 pm;0.000;04/20/2021;7:00:00 pm;8.583
04/20/2021;8:00:00 pm;0.000;04/20/2021;8:00:00 pm;0.000;04/20/2021;8:00:00 pm;0.000;04/20/2021;8:00:00 pm;64.500;04/20/2021;8:00:00 pm;94.667;04/20/2021;8:00:00 pm;71.583;04/20/2021;8:00:00 pm;0.000;04/20/2021;8:00:00 pm;7.792
04/20/2021;9:00:00 pm;0.000;04/20/2021;9:00:00 pm;0.000;04/20/2021;9:00:00 pm;0.000;04/20/2021;9:00:00 pm;51.583;04/20/2021;9:00:00 pm;102.458;04/20/2021;9:00:00 pm;69.375;04/20/2021;9:00:00 pm;0.000;04/20/2021;9:00:00 pm;6.583
04/20/2021;10:00:00 pm;0.000;04/20/2021;10:00:00 pm;0.000;04/20/2021;10:00:00 pm;0.000;04/20/2021;10:00:00 pm;37.583;04/20/2021;10:00:00 pm;108.542;04/20/2021;10:00:00 pm;67.083;04/20/2021;10:00:00 pm;0.000;04/20/2021;10:00:00 pm;5.417
04/20/2021;11:00:00 pm;0.000;04/20/2021;11:00:00 pm;0.000;04/20/2021;11:00:00 pm;0.000;04/20/2021;11:00:00 pm;22.667;04/20/2021;11:00:00 pm;112.833;04/20/2021;11:00:00 pm;64.875;04/20/2021;11:00:00 pm;0.000;04/20/2021;11:00:00 pm;7.000
04/21/2021;12:00:00 am;0.000;04/21/2021;12:00:00 am;0.000;04/21/2021;12:00:00 am;0.000;04/21/2021;12:00:00 am;6.667;04/21/2021;12:00:00 am;115.708;04/21/2021;12:00:00 am;57.917;04/21/2021;12:00:00 am;0.000;04/21/2021;12:00:00 am;6.375
04/21/2021;1:00:00 am;0.000;04/21/2021;1:00:00 am;0.000;04/21/2021;1:00:00 am;0.000;04/21/2021;1:00:00 am;-9.333;04/21/2021;1:00:00 am;115.083;04/21/2021;1:00:00 am;41.417;04/21/2021;1:00:00 am;0.000;04/21/2021;1:00:00 am;4.000
04/21/2021;2:00:00 am;0.000;04/21/2021;2:00:00 am;0.000;04/21/2021;2:00:00 am;0.000;04/21/2021;2:00:00 am;-25.125;04/21/2021;2:00:00 am;112.167;04/21/2021;2:00:00 am;44.125;04/21/2021;2:00:00 am;0.000;04/21/2021;2:00:00 am;4.208
04/21/2021;3:00:00 am;0.000;04/21/2021;3:00:00 am;0.000;04/21/2021;3:00:00 am;0.000;04/21/2021;3:00:00 am;-40.125;04/21/2021;3:00:00 am;107.250;04/21/2021;3:00:00 am;47.542;04/21/2021;3:00:00 am;0.000;04/21/2021;3:00:00 am;5.000
04/21/2021;4:00:00 am;0.000;04/21/2021;4:00:00 am;0.000;04/21/2021;4:00:00 am;0.000;04/21/2021;4:00:00 am;-53.708;04/21/2021;4:00:00 am;101.042;04/21/2021;4:00:00 am;52.833;04/21/2021;4:00:00 am;0.000;04/21/2021;4:00:00 am;5.000
04/21/2021;5:00:00 am;0.000;04/21/2021;5:00:00 am;0.000;04/21/2021;5:00:00 am;0.000;04/21/2021;5:00:00 am;-66.500;04/21/2021;5:00:00 am;93.333;04/21/2021;5:00:00 am;56.417;04/21/2021;5:00:00 am;0.000;04/21/2021;5:00:00 am;6.417
04/21/2021;6:00:00 am;0.019;04/21/2021;6:00:00 am;0.004;04/21/2021;6:00:00 am;0.018;04/21/2021;6:00:00 am;-78.500;04/21/2021;6:00:00 am;84.625;04/21/2021;6:00:00 am;58.833;04/21/2021;6:00:00 am;0.000;04/21/2021;6:00:00 am;6.583
04/21/2021;7:00:00 am;0.066;04/21/2021;7:00:00 am;0.007;04/21/2021;7:00:00 am;0.065;04/21/2021;7:00:00 am;-90.000;04/21/2021;7:00:00 am;75.625;04/21/2021;7:00:00 am;62.125;04/21/2021;7:00:00 am;0.000;04/21/2021;7:00:00 am;5.000
04/21/2021;8:00:00 am;0.121;04/21/2021;8:00:00 am;0.007;04/21/2021;8:00:00 am;0.118;04/21/2021;8:00:00 am;-102.500;04/21/2021;8:00:00 am;66.625;04/21/2021;8:00:00 am;64.708;04/21/2021;8:00:00 am;0.000;04/21/2021;8:00:00 am;5.000
04/21/2021;9:00:00 am;0.189;04/21/2021;9:00:00 am;0.009;04/21/2021;9:00:00 am;0.183;04/21/2021;9:00:00 am;-115.625;04/21/2021;9:00:00 am;58.333;04/21/2021;9:00:00 am;62.750;04/21/2021;9:00:00 am;0.000;04/21/2021;9:00:00 am;6.417
04/21/2021;10:00:00 am;0.289;04/21/2021;10:00:00 am;0.024;04/21/2021;10:00:00 am;0.273;04/21/2021;10:00:00 am;-131.542;04/21/2021;10:00:00 am;50.542;04/21/2021;10:00:00 am;54.625;04/21/2021;10:00:00 am;0.000;04/21/2021;10:00:00 am;7.708
04/21/2021;11:00:00 am;0.367;04/21/2021;11:00:00 am;0.041;04/21/2021;11:00:00 am;0.339;04/21/2021;11:00:00 am;-150.167;04/21/2021;11:00:00 am;45.167;04/21/2021;11:00:00 am;48.500;04/21/2021;11:00:00 am;0.000;04/21/2021;11:00:00 am;8.417
04/21/2021;12:00:00 pm;0.347;04/21/2021;12:00:00 pm;0.025;04/21/2021;12:00:00 pm;0.328;04/21/2021;12:00:00 pm;-96.083;04/21/2021;12:00:00 pm;42.292;04/21/2021;12:00:00 pm;54.792;04/21/2021;12:00:00 pm;0.000;04/21/2021;12:00:00 pm;10.000
04/21/2021;1:00:00 pm;0.271;04/21/2021;1:00:00 pm;0.009;04/21/2021;1:00:00 pm;0.264;04/21/2021;1:00:00 pm;167.125;04/21/2021;1:00:00 pm;42.417;04/21/2021;1:00:00 pm;64.958;04/21/2021;1:00:00 pm;0.000;04/21/2021;1:00:00 pm;10.000
04/21/2021;2:00:00 pm;0.232;04/21/2021;2:00:00 pm;0.007;04/21/2021;2:00:00 pm;0.226;04/21/2021;2:00:00 pm;147.042;04/21/2021;2:00:00 pm;46.042;04/21/2021;2:00:00 pm;67.375;04/21/2021;2:00:00 pm;0.000;04/21/2021;2:00:00 pm;10.000
04/21/2021;3:00:00 pm;0.263;04/21/2021;3:00:00 pm;0.024;04/21/2021;3:00:00 pm;0.248;04/21/2021;3:00:00 pm;128.958;04/21/2021;3:00:00 pm;51.958;04/21/2021;3:00:00 pm;56.833;04/21/2021;3:00:00 pm;;04/21/2021;3:00:00 pm;10.000
04/21/2021;4:00:00 pm;0.320;04/21/2021;4:00:00 pm;0.166;04/21/2021;4:00:00 pm;0.240;04/21/2021;4:00:00 pm;113.583;04/21/2021;4:00:00 pm;59.667;04/21/2021;4:00:00 pm;33.083;04/21/2021;4:00:00 pm;;04/21/2021;4:00:00 pm;10.208
04/21/2021;5:00:00 pm;0.293;04/21/2021;5:00:00 pm;0.425;04/21/2021;5:00:00 pm;0.136;04/21/2021;5:00:00 pm;100.500;04/21/2021;5:00:00 pm;67.875;04/21/2021;5:00:00 pm;10.375;04/21/2021;5:00:00 pm;;04/21/2021;5:00:00 pm;10.792
04/21/2021;6:00:00 pm;0.167;04/21/2021;6:00:00 pm;0.375;04/21/2021;6:00:00 pm;0.076;04/21/2021;6:00:00 pm;88.500;04/21/2021;6:00:00 pm;76.875;04/21/2021;6:00:00 pm;2.583;04/21/2021;6:00:00 pm;;04/21/2021;6:00:00 pm;9.583
04/21/2021;7:00:00 pm;0.041;04/21/2021;7:00:00 pm;0.086;04/21/2021;7:00:00 pm;0.026;04/21/2021;7:00:00 pm;76.500;04/21/2021;7:00:00 pm;85.875;04/21/2021;7:00:00 pm;3.000;04/21/2021;7:00:00 pm;;04/21/2021;7:00:00 pm;6.875
04/21/2021;8:00:00 pm;0.000;04/21/2021;8:00:00 pm;0.000;04/21/2021;8:00:00 pm;0.000;04/21/2021;8:00:00 pm;64.292;04/21/2021;8:00:00 pm;94.667;04/21/2021;8:00:00 pm;1.792;04/21/2021;8:00:00 pm;;04/21/2021;8:00:00 pm;4.292
04/21/2021;9:00:00 pm;0.000;04/21/2021;9:00:00 pm;0.000;04/21/2021;9:00:00 pm;0.000;04/21/2021;9:00:00 pm;51.292;04/21/2021;9:00:00 pm;101.958;04/21/2021;9:00:00 pm;0.292;04/21/2021;9:00:00 pm;;04/21/2021;9:00:00 pm;2.583
04/21/2021;10:00:00 pm;0.000;04/21/2021;10:00:00 pm;0.000;04/21/2021;10:00:00 pm;0.000;04/21/2021;10:00:00 pm;37.583;04/21/2021;10:00:00 pm;108.542;04/21/2021;10:00:00 pm;0.000;04/21/2021;10:00:00 pm;;04/21/2021;10:00:00 pm;2.000
04/21/2021;11:00:00 pm;0.000;04/21/2021;11:00:00 pm;0.000;04/21/2021;11:00:00 pm;0.000;04/21/2021;11:00:00 pm;22.667;04/21/2021;11:00:00 pm;112.625;04/21/2021;11:00:00 pm;0.000;04/21/2021;11:00:00 pm;;04/21/2021;11:00:00 pm;1.292
04/22/2021;12:00:00 am;0.000;04/22/2021;12:00:00 am;0.000;04/22/2021;12:00:00 am;0.000;04/22/2021;12:00:00 am;6.667;04/22/2021;12:00:00 am;114.708;04/22/2021;12:00:00 am;0.000;04/22/2021;12:00:00 am;;04/22/2021;12:00:00 am;0.792
04/22/2021;1:00:00 am;0.000;04/22/2021;1:00:00 am;0.000;04/22/2021;1:00:00 am;0.000;04/22/2021;1:00:00 am;-9.333;04/22/2021;1:00:00 am;114.792;04/22/2021;1:00:00 am;0.000;04/22/2021;1:00:00 am;;04/22/2021;1:00:00 am;0.000
04/22/2021;2:00:00 am;0.000;04/22/2021;2:00:00 am;0.000;04/22/2021;2:00:00 am;0.000;04/22/2021;2:00:00 am;-25.125;04/22/2021;2:00:00 am;112.167;04/22/2021;2:00:00 am;0.000;04/22/2021;2:00:00 am;;04/22/2021;2:00:00 am;-0.708
04/22/2021;3:00:00 am;0.000;04/22/2021;3:00:00 am;0.000;04/22/2021;3:00:00 am;0.000;04/22/2021;3:00:00 am;-39.917;04/22/2021;3:00:00 am;107.250;04/22/2021;3:00:00 am;0.000;04/22/2021;3:00:00 am;;04/22/2021;3:00:00 am;-1.000
04/22/2021;4:00:00 am;0.000;04/22/2021;4:00:00 am;0.000;04/22/2021;4:00:00 am;0.000;04/22/2021;4:00:00 am;-53.208;04/22/2021;4:00:00 am;101.042;04/22/2021;4:00:00 am;0.000;04/22/2021;4:00:00 am;;04/22/2021;4:00:00 am;-1.000
04/22/2021;5:00:00 am;0.002;04/22/2021;5:00:00 am;0.004;04/22/2021;5:00:00 am;0.002;04/22/2021;5:00:00 am;-66.208;04/22/2021;5:00:00 am;93.125;04/22/2021;5:00:00 am;0.000;04/22/2021;5:00:00 am;;04/22/2021;5:00:00 am;-0.792
04/22/2021;6:00:00 am;0.067;04/22/2021;6:00:00 am;0.189;04/22/2021;6:00:00 am;0.034;04/22/2021;6:00:00 am;-77.792;04/22/2021;6:00:00 am;84.333;04/22/2021;6:00:00 am;0.000;04/22/2021;6:00:00 am;;04/22/2021;6:00:00 am;0.917
04/22/2021;7:00:00 am;0.217;04/22/2021;7:00:00 am;0.585;04/22/2021;7:00:00 am;0.066;04/22/2021;7:00:00 am;-89.500;04/22/2021;7:00:00 am;75.625;04/22/2021;7:00:00 am;0.000;04/22/2021;7:00:00 am;;04/22/2021;7:00:00 am;2.417
04/22/2021;8:00:00 am;0.383;04/22/2021;8:00:00 am;0.750;04/22/2021;8:00:00 am;0.079;04/22/2021;8:00:00 am;-102.208;04/22/2021;8:00:00 am;66.625;04/22/2021;8:00:00 am;0.000;04/22/2021;8:00:00 am;;04/22/2021;8:00:00 am;4.708
04/22/2021;9:00:00 am;0.536;04/22/2021;9:00:00 am;0.842;04/22/2021;9:00:00 am;0.084;04/22/2021;9:00:00 am;-115.625;04/22/2021;9:00:00 am;58.333;04/22/2021;9:00:00 am;0.000;04/22/2021;9:00:00 am;;04/22/2021;9:00:00 am;6.625
04/22/2021;10:00:00 am;0.662;04/22/2021;10:00:00 am;0.888;04/22/2021;10:00:00 am;0.095;04/22/2021;10:00:00 am;-131.542;04/22/2021;10:00:00 am;50.542;04/22/2021;10:00:00 am;0.000;04/22/2021;10:00:00 am;;04/22/2021;10:00:00 am;8.000
04/22/2021;11:00:00 am;0.749;04/22/2021;11:00:00 am;0.908;04/22/2021;11:00:00 am;0.100;04/22/2021;11:00:00 am;-149.667;04/22/2021;11:00:00 am;44.667;04/22/2021;11:00:00 am;0.000;04/22/2021;11:00:00 am;;04/22/2021;11:00:00 am;9.625
04/22/2021;12:00:00 pm;0.792;04/22/2021;12:00:00 pm;0.918;04/22/2021;12:00:00 pm;0.102;04/22/2021;12:00:00 pm;-96.083;04/22/2021;12:00:00 pm;41.583;04/22/2021;12:00:00 pm;0.000;04/22/2021;12:00:00 pm;;04/22/2021;12:00:00 pm;11.000
04/22/2021;1:00:00 pm;0.788;04/22/2021;1:00:00 pm;0.919;04/22/2021;1:00:00 pm;0.100;04/22/2021;1:00:00 pm;167.125;04/22/2021;1:00:00 pm;41.917;04/22/2021;1:00:00 pm;0.000;04/22/2021;1:00:00 pm;;04/22/2021;1:00:00 pm;11.000
04/22/2021;2:00:00 pm;0.735;04/22/2021;2:00:00 pm;0.901;04/22/2021;2:00:00 pm;0.095;04/22/2021;2:00:00 pm;146.833;04/22/2021;2:00:00 pm;45.542;04/22/2021;2:00:00 pm;0.000;04/22/2021;2:00:00 pm;;04/22/2021;2:00:00 pm;11.000
04/22/2021;3:00:00 pm;0.638;04/22/2021;3:00:00 pm;0.869;04/22/2021;3:00:00 pm;0.089;04/22/2021;3:00:00 pm;128.667;04/22/2021;3:00:00 pm;51.667;04/22/2021;3:00:00 pm;0.208;04/22/2021;3:00:00 pm;;04/22/2021;3:00:00 pm;11.000
04/22/2021;4:00:00 pm;0.502;04/22/2021;4:00:00 pm;0.811;04/22/2021;4:00:00 pm;0.083;04/22/2021;4:00:00 pm;113.583;04/22/2021;4:00:00 pm;59.667;04/22/2021;4:00:00 pm;1.208;04/22/2021;4:00:00 pm;;04/22/2021;4:00:00 pm;11.000
