Keele University - Solcast weather forecast - Mean Global Horizontal Irradiance Date;Keele University - Solcast weather forecast - Mean Global Horizontal Irradiance Time;Keele University - Solcast weather forecast - Mean Global Horizontal Irradiance (kW/m^2) Mean Global Horizontal Irradiance (Solcast weather forecast) Average;(1) Keele University - Solcast weather forecast - Mean Direct Normal Irradiance Date;(1) Keele University - Solcast weather forecast - Mean Direct Normal Irradiance Time;(1) Keele University - Solcast weather forecast - Mean Direct Normal Irradiance(1) Keele University - Solcast weather forecast - Mean Direct Normal Irradiance (kW/m^2) Mean Direct Normal Irradiance (Solcast weather forecast) Average;(2) Keele University - Solcast weather forecast - Diffuse Horizontal Irradiance Date;(2) Keele University - Solcast weather forecast - Diffuse Horizontal Irradiance Time;(2) Keele University - Solcast weather forecast - Diffuse Horizontal Irradiance(2) Keele University - Solcast weather forecast - Diffuse Horizontal Irradiance (kW/m^2) Diffuse Horizontal Irradiance (Solcast weather forecast) Average;(3) Keele University - Solcast weather forecast - Azimuth Date;(3) Keele University - Solcast weather forecast - Azimuth Time;(3) Keele University - Solcast weather forecast - Azimuth(3) Keele University - Solcast weather forecast - Azimuth (°) Azimuth (Solcast weather forecast) Average;(4) Keele University - Solcast weather forecast - Zenith Date;(4) Keele University - Solcast weather forecast - Zenith Time;(4) Keele University - Solcast weather forecast - Zenith(4) Keele University - Solcast weather forecast - Zenith (°) Zenith (Solcast weather forecast) Average;(5) Keele University - Solcast weather forecast - Cloud opacity Date;(5) Keele University - Solcast weather forecast - Cloud opacity Time;(5) Keele University - Solcast weather forecast - Cloud opacity(5) Keele University - Solcast weather forecast - Cloud opacity (%) Cloud opacity (Solcast weather forecast) Average;(6) Keele University - PV B077 Home Farm 006148 - Energy Generated Date;(6) Keele University - PV B077 Home Farm 006148 - Energy Generated Time;(6) Keele University - PV B077 Home Farm 006148 - Energy Generated(6) Keele University - PV B077 Home Farm 006148 - Energy Generated (kWh) Energy Generated (PV B077 Home Farm 006148);(7) Keele University - Solcast weather forecast - Temperature Date;(7) Keele University - Solcast weather forecast - Temperature Time;(7) Keele University - Solcast weather forecast - Temperature(7) Keele University - Solcast weather forecast - Temperature (°C) Temperature Value (Solcast weather forecast) Average
09/01/2020;12:00:00 am;0.000;09/01/2020;12:00:00 am;0.000;09/01/2020;12:00:00 am;0.000;09/01/2020;12:00:00 am;7.458;09/01/2020;12:00:00 am;117.708;09/01/2020;12:00:00 am;18.208;09/01/2020;12:00:00 am;0.000;09/01/2020;12:00:00 am;8.625
09/01/2020;1:00:00 am;0.000;09/01/2020;1:00:00 am;0.000;09/01/2020;1:00:00 am;0.000;09/01/2020;1:00:00 am;-9.333;09/01/2020;1:00:00 am;117.792;09/01/2020;1:00:00 am;17.250;09/01/2020;1:00:00 am;0.000;09/01/2020;1:00:00 am;11.000
09/01/2020;2:00:00 am;0.000;09/01/2020;2:00:00 am;0.000;09/01/2020;2:00:00 am;0.000;09/01/2020;2:00:00 am;-25.333;09/01/2020;2:00:00 am;115.167;09/01/2020;2:00:00 am;11.250;09/01/2020;2:00:00 am;0.000;09/01/2020;2:00:00 am;11.000
09/01/2020;3:00:00 am;0.000;09/01/2020;3:00:00 am;0.000;09/01/2020;3:00:00 am;0.000;09/01/2020;3:00:00 am;-41.125;09/01/2020;3:00:00 am;110.250;09/01/2020;3:00:00 am;5.250;09/01/2020;3:00:00 am;0.000;09/01/2020;3:00:00 am;11.000
09/01/2020;4:00:00 am;0.000;09/01/2020;4:00:00 am;0.000;09/01/2020;4:00:00 am;0.000;09/01/2020;4:00:00 am;-54.708;09/01/2020;4:00:00 am;103.542;09/01/2020;4:00:00 am;1.792;09/01/2020;4:00:00 am;0.000;09/01/2020;4:00:00 am;9.875
09/01/2020;5:00:00 am;0.000;09/01/2020;5:00:00 am;0.000;09/01/2020;5:00:00 am;0.000;09/01/2020;5:00:00 am;-67.500;09/01/2020;5:00:00 am;95.625;09/01/2020;5:00:00 am;0.292;09/01/2020;5:00:00 am;0.000;09/01/2020;5:00:00 am;8.000
09/01/2020;6:00:00 am;0.033;09/01/2020;6:00:00 am;0.076;09/01/2020;6:00:00 am;0.021;09/01/2020;6:00:00 am;-79.500;09/01/2020;6:00:00 am;87.125;09/01/2020;6:00:00 am;0.000;09/01/2020;6:00:00 am;0.000;09/01/2020;6:00:00 am;8.000
09/01/2020;7:00:00 am;0.158;09/01/2020;7:00:00 am;0.406;09/01/2020;7:00:00 am;0.067;09/01/2020;7:00:00 am;-91.500;09/01/2020;7:00:00 am;78.125;09/01/2020;7:00:00 am;0.000;09/01/2020;7:00:00 am;0.000;09/01/2020;7:00:00 am;9.625
09/01/2020;8:00:00 am;0.307;09/01/2020;8:00:00 am;0.595;09/01/2020;8:00:00 am;0.095;09/01/2020;8:00:00 am;-103.708;09/01/2020;8:00:00 am;69.333;09/01/2020;8:00:00 am;0.917;09/01/2020;8:00:00 am;0.000;09/01/2020;8:00:00 am;11.208
09/01/2020;9:00:00 am;0.447;09/01/2020;9:00:00 am;0.699;09/01/2020;9:00:00 am;0.111;09/01/2020;9:00:00 am;-117.417;09/01/2020;9:00:00 am;61.333;09/01/2020;9:00:00 am;2.000;09/01/2020;9:00:00 am;0.800;09/01/2020;9:00:00 am;12.417
09/01/2020;10:00:00 am;0.566;09/01/2020;10:00:00 am;0.729;09/01/2020;10:00:00 am;0.133;09/01/2020;10:00:00 am;-132.542;09/01/2020;10:00:00 am;53.542;09/01/2020;10:00:00 am;2.000;09/01/2020;10:00:00 am;1.400;09/01/2020;10:00:00 am;14.000
09/01/2020;11:00:00 am;0.620;09/01/2020;11:00:00 am;0.662;09/01/2020;11:00:00 am;0.179;09/01/2020;11:00:00 am;-150.458;09/01/2020;11:00:00 am;48.167;09/01/2020;11:00:00 am;5.375;09/01/2020;11:00:00 am;1.600;09/01/2020;11:00:00 am;15.417
09/01/2020;12:00:00 pm;0.572;09/01/2020;12:00:00 pm;0.394;09/01/2020;12:00:00 pm;0.295;09/01/2020;12:00:00 pm;-95.875;09/01/2020;12:00:00 pm;45.292;09/01/2020;12:00:00 pm;18.333;09/01/2020;12:00:00 pm;1.700;09/01/2020;12:00:00 pm;16.000
09/01/2020;1:00:00 pm;0.468;09/01/2020;1:00:00 pm;0.156;09/01/2020;1:00:00 pm;0.358;09/01/2020;1:00:00 pm;168.125;09/01/2020;1:00:00 pm;45.417;09/01/2020;1:00:00 pm;33.208;09/01/2020;1:00:00 pm;1.700;09/01/2020;1:00:00 pm;16.000
09/01/2020;2:00:00 pm;0.373;09/01/2020;2:00:00 pm;0.071;09/01/2020;2:00:00 pm;0.326;09/01/2020;2:00:00 pm;148.750;09/01/2020;2:00:00 pm;48.833;09/01/2020;2:00:00 pm;42.750;09/01/2020;2:00:00 pm;1.100;09/01/2020;2:00:00 pm;16.000
09/01/2020;3:00:00 pm;0.299;09/01/2020;3:00:00 pm;0.049;09/01/2020;3:00:00 pm;0.271;09/01/2020;3:00:00 pm;130.958;09/01/2020;3:00:00 pm;54.458;09/01/2020;3:00:00 pm;46.000;09/01/2020;3:00:00 pm;0.700;09/01/2020;3:00:00 pm;16.000
09/01/2020;4:00:00 pm;0.230;09/01/2020;4:00:00 pm;0.045;09/01/2020;4:00:00 pm;0.209;09/01/2020;4:00:00 pm;115.583;09/01/2020;4:00:00 pm;61.667;09/01/2020;4:00:00 pm;46.000;09/01/2020;4:00:00 pm;0.700;09/01/2020;4:00:00 pm;16.000
09/01/2020;5:00:00 pm;0.158;09/01/2020;5:00:00 pm;0.048;09/01/2020;5:00:00 pm;0.142;09/01/2020;5:00:00 pm;102.500;09/01/2020;5:00:00 pm;70.375;09/01/2020;5:00:00 pm;44.375;09/01/2020;5:00:00 pm;0.400;09/01/2020;5:00:00 pm;15.583
09/01/2020;6:00:00 pm;0.080;09/01/2020;6:00:00 pm;0.044;09/01/2020;6:00:00 pm;0.071;09/01/2020;6:00:00 pm;90.500;09/01/2020;6:00:00 pm;79.375;09/01/2020;6:00:00 pm;40.958;09/01/2020;6:00:00 pm;0.100;09/01/2020;6:00:00 pm;13.583
09/01/2020;7:00:00 pm;0.014;09/01/2020;7:00:00 pm;0.009;09/01/2020;7:00:00 pm;0.012;09/01/2020;7:00:00 pm;78.500;09/01/2020;7:00:00 pm;88.375;09/01/2020;7:00:00 pm;35.458;09/01/2020;7:00:00 pm;0.000;09/01/2020;7:00:00 pm;11.292
09/01/2020;8:00:00 pm;0.000;09/01/2020;8:00:00 pm;0.000;09/01/2020;8:00:00 pm;0.000;09/01/2020;8:00:00 pm;66.292;09/01/2020;8:00:00 pm;96.667;09/01/2020;8:00:00 pm;28.833;09/01/2020;8:00:00 pm;0.000;09/01/2020;8:00:00 pm;11.000
09/01/2020;9:00:00 pm;0.000;09/01/2020;9:00:00 pm;0.000;09/01/2020;9:00:00 pm;0.000;09/01/2020;9:00:00 pm;53.292;09/01/2020;9:00:00 pm;104.667;09/01/2020;9:00:00 pm;22.958;09/01/2020;9:00:00 pm;0.000;09/01/2020;9:00:00 pm;11.000
09/01/2020;10:00:00 pm;0.000;09/01/2020;10:00:00 pm;0.000;09/01/2020;10:00:00 pm;0.000;09/01/2020;10:00:00 pm;39.375;09/01/2020;10:00:00 pm;111.542;09/01/2020;10:00:00 pm;17.250;09/01/2020;10:00:00 pm;0.000;09/01/2020;10:00:00 pm;11.000
09/01/2020;11:00:00 pm;0.000;09/01/2020;11:00:00 pm;0.000;09/01/2020;11:00:00 pm;0.000;09/01/2020;11:00:00 pm;23.667;09/01/2020;11:00:00 pm;115.833;09/01/2020;11:00:00 pm;14.000;09/01/2020;11:00:00 pm;0.000;09/01/2020;11:00:00 pm;11.000
09/02/2020;12:00:00 am;0.000;09/02/2020;12:00:00 am;0.000;09/02/2020;12:00:00 am;0.000;09/02/2020;12:00:00 am;7.458;09/02/2020;12:00:00 am;118.708;09/02/2020;12:00:00 am;12.542;09/02/2020;12:00:00 am;0.000;09/02/2020;12:00:00 am;10.375
09/02/2020;1:00:00 am;0.000;09/02/2020;1:00:00 am;0.000;09/02/2020;1:00:00 am;0.000;09/02/2020;1:00:00 am;-9.542;09/02/2020;1:00:00 am;118.083;09/02/2020;1:00:00 am;8.125;09/02/2020;1:00:00 am;0.000;09/02/2020;1:00:00 am;8.000
09/02/2020;2:00:00 am;0.000;09/02/2020;2:00:00 am;0.000;09/02/2020;2:00:00 am;0.000;09/02/2020;2:00:00 am;-26.125;09/02/2020;2:00:00 am;115.167;09/02/2020;2:00:00 am;11.833;09/02/2020;2:00:00 am;0.000;09/02/2020;2:00:00 am;8.000
09/02/2020;3:00:00 am;0.000;09/02/2020;3:00:00 am;0.000;09/02/2020;3:00:00 am;0.000;09/02/2020;3:00:00 am;-41.125;09/02/2020;3:00:00 am;110.250;09/02/2020;3:00:00 am;17.750;09/02/2020;3:00:00 am;0.000;09/02/2020;3:00:00 am;8.000
09/02/2020;4:00:00 am;0.000;09/02/2020;4:00:00 am;0.000;09/02/2020;4:00:00 am;0.000;09/02/2020;4:00:00 am;-55.208;09/02/2020;4:00:00 am;104.042;09/02/2020;4:00:00 am;22.125;09/02/2020;4:00:00 am;0.000;09/02/2020;4:00:00 am;8.000
09/02/2020;5:00:00 am;0.000;09/02/2020;5:00:00 am;0.000;09/02/2020;5:00:00 am;0.000;09/02/2020;5:00:00 am;-67.500;09/02/2020;5:00:00 am;96.125;09/02/2020;5:00:00 am;21.667;09/02/2020;5:00:00 am;0.000;09/02/2020;5:00:00 am;8.000
09/02/2020;6:00:00 am;0.028;09/02/2020;6:00:00 am;0.046;09/02/2020;6:00:00 am;0.020;09/02/2020;6:00:00 am;-79.500;09/02/2020;6:00:00 am;87.333;09/02/2020;6:00:00 am;14.208;09/02/2020;6:00:00 am;0.000;09/02/2020;6:00:00 am;8.417
09/02/2020;7:00:00 am;0.140;09/02/2020;7:00:00 am;0.290;09/02/2020;7:00:00 am;0.076;09/02/2020;7:00:00 am;-91.500;09/02/2020;7:00:00 am;78.625;09/02/2020;7:00:00 am;7.292;09/02/2020;7:00:00 am;0.000;09/02/2020;7:00:00 am;10.708
09/02/2020;8:00:00 am;0.271;09/02/2020;8:00:00 am;0.406;09/02/2020;8:00:00 am;0.131;09/02/2020;8:00:00 am;-104.208;09/02/2020;8:00:00 am;69.625;09/02/2020;8:00:00 am;8.333;09/02/2020;8:00:00 am;0.100;09/02/2020;8:00:00 am;12.125
09/02/2020;9:00:00 am;0.382;09/02/2020;9:00:00 am;0.399;09/02/2020;9:00:00 am;0.191;09/02/2020;9:00:00 am;-117.625;09/02/2020;9:00:00 am;61.333;09/02/2020;9:00:00 am;13.125;09/02/2020;9:00:00 am;0.700;09/02/2020;9:00:00 am;14.000
09/02/2020;10:00:00 am;0.480;09/02/2020;10:00:00 am;0.434;09/02/2020;10:00:00 am;0.226;09/02/2020;10:00:00 am;-133.333;09/02/2020;10:00:00 am;54.250;09/02/2020;10:00:00 am;13.000;09/02/2020;10:00:00 am;1.000;09/02/2020;10:00:00 am;15.417
09/02/2020;11:00:00 am;0.507;09/02/2020;11:00:00 am;0.319;09/02/2020;11:00:00 am;0.297;09/02/2020;11:00:00 am;-150.958;09/02/2020;11:00:00 am;48.458;09/02/2020;11:00:00 am;19.917;09/02/2020;11:00:00 am;1.200;09/02/2020;11:00:00 am;16.708
09/02/2020;12:00:00 pm;0.409;09/02/2020;12:00:00 pm;0.094;09/02/2020;12:00:00 pm;0.343;09/02/2020;12:00:00 pm;-95.875;09/02/2020;12:00:00 pm;45.292;09/02/2020;12:00:00 pm;39.292;09/02/2020;12:00:00 pm;1.000;09/02/2020;12:00:00 pm;17.000
09/02/2020;1:00:00 pm;0.288;09/02/2020;1:00:00 pm;0.018;09/02/2020;1:00:00 pm;0.275;09/02/2020;1:00:00 pm;168.125;09/02/2020;1:00:00 pm;45.917;09/02/2020;1:00:00 pm;57.292;09/02/2020;1:00:00 pm;0.500;09/02/2020;1:00:00 pm;16.792
09/02/2020;2:00:00 pm;0.240;09/02/2020;2:00:00 pm;0.011;09/02/2020;2:00:00 pm;0.232;09/02/2020;2:00:00 pm;148.750;09/02/2020;2:00:00 pm;49.042;09/02/2020;2:00:00 pm;61.375;09/02/2020;2:00:00 pm;0.200;09/02/2020;2:00:00 pm;14.583
09/02/2020;3:00:00 pm;0.211;09/02/2020;3:00:00 pm;0.013;09/02/2020;3:00:00 pm;0.203;09/02/2020;3:00:00 pm;131.167;09/02/2020;3:00:00 pm;54.958;09/02/2020;3:00:00 pm;59.625;09/02/2020;3:00:00 pm;0.200;09/02/2020;3:00:00 pm;12.583
09/02/2020;4:00:00 pm;0.143;09/02/2020;4:00:00 pm;0.008;09/02/2020;4:00:00 pm;0.138;09/02/2020;4:00:00 pm;116.083;09/02/2020;4:00:00 pm;62.667;09/02/2020;4:00:00 pm;65.667;09/02/2020;4:00:00 pm;0.200;09/02/2020;4:00:00 pm;11.500
09/02/2020;5:00:00 pm;0.071;09/02/2020;5:00:00 pm;0.003;09/02/2020;5:00:00 pm;0.069;09/02/2020;5:00:00 pm;102.792;09/02/2020;5:00:00 pm;70.875;09/02/2020;5:00:00 pm;74.167;09/02/2020;5:00:00 pm;0.100;09/02/2020;5:00:00 pm;12.000
09/02/2020;6:00:00 pm;0.025;09/02/2020;6:00:00 pm;0.001;09/02/2020;6:00:00 pm;0.024;09/02/2020;6:00:00 pm;90.500;09/02/2020;6:00:00 pm;79.875;09/02/2020;6:00:00 pm;80.542;09/02/2020;6:00:00 pm;0.000;09/02/2020;6:00:00 pm;12.000
09/02/2020;7:00:00 pm;0.003;09/02/2020;7:00:00 pm;0.000;09/02/2020;7:00:00 pm;0.003;09/02/2020;7:00:00 pm;78.500;09/02/2020;7:00:00 pm;88.667;09/02/2020;7:00:00 pm;84.833;09/02/2020;7:00:00 pm;0.000;09/02/2020;7:00:00 pm;12.000
09/02/2020;8:00:00 pm;0.000;09/02/2020;8:00:00 pm;0.000;09/02/2020;8:00:00 pm;0.000;09/02/2020;8:00:00 pm;66.500;09/02/2020;8:00:00 pm;97.375;09/02/2020;8:00:00 pm;87.708;09/02/2020;8:00:00 pm;0.000;09/02/2020;8:00:00 pm;12.000
09/02/2020;9:00:00 pm;0.000;09/02/2020;9:00:00 pm;0.000;09/02/2020;9:00:00 pm;0.000;09/02/2020;9:00:00 pm;53.583;09/02/2020;9:00:00 pm;104.958;09/02/2020;9:00:00 pm;88.000;09/02/2020;9:00:00 pm;0.000;09/02/2020;9:00:00 pm;12.000
09/02/2020;10:00:00 pm;0.000;09/02/2020;10:00:00 pm;0.000;09/02/2020;10:00:00 pm;0.000;09/02/2020;10:00:00 pm;39.375;09/02/2020;10:00:00 pm;111.750;09/02/2020;10:00:00 pm;87.792;09/02/2020;10:00:00 pm;0.000;09/02/2020;10:00:00 pm;12.000
09/02/2020;11:00:00 pm;0.000;09/02/2020;11:00:00 pm;0.000;09/02/2020;11:00:00 pm;0.000;09/02/2020;11:00:00 pm;23.667;09/02/2020;11:00:00 pm;116.625;09/02/2020;11:00:00 pm;87.000;09/02/2020;11:00:00 pm;0.000;09/02/2020;11:00:00 pm;13.417
09/03/2020;12:00:00 am;0.000;09/03/2020;12:00:00 am;0.000;09/03/2020;12:00:00 am;0.000;09/03/2020;12:00:00 am;7.458;09/03/2020;12:00:00 am;118.708;09/03/2020;12:00:00 am;87.208;09/03/2020;12:00:00 am;0.000;09/03/2020;12:00:00 am;13.583
09/03/2020;1:00:00 am;0.000;09/03/2020;1:00:00 am;0.000;09/03/2020;1:00:00 am;0.000;09/03/2020;1:00:00 am;-9.542;09/03/2020;1:00:00 am;118.792;09/03/2020;1:00:00 am;89.417;09/03/2020;1:00:00 am;0.000;09/03/2020;1:00:00 am;13.417
09/03/2020;2:00:00 am;0.000;09/03/2020;2:00:00 am;0.000;09/03/2020;2:00:00 am;0.000;09/03/2020;2:00:00 am;-26.333;09/03/2020;2:00:00 am;116.167;09/03/2020;2:00:00 am;90.000;09/03/2020;2:00:00 am;0.000;09/03/2020;2:00:00 am;14.000
09/03/2020;3:00:00 am;0.000;09/03/2020;3:00:00 am;0.000;09/03/2020;3:00:00 am;0.000;09/03/2020;3:00:00 am;-41.417;09/03/2020;3:00:00 am;111.250;09/03/2020;3:00:00 am;89.583;09/03/2020;3:00:00 am;0.000;09/03/2020;3:00:00 am;14.000
09/03/2020;4:00:00 am;0.000;09/03/2020;4:00:00 am;0.000;09/03/2020;4:00:00 am;0.000;09/03/2020;4:00:00 am;-55.208;09/03/2020;4:00:00 am;104.333;09/03/2020;4:00:00 am;88.000;09/03/2020;4:00:00 am;0.000;09/03/2020;4:00:00 am;14.000
09/03/2020;5:00:00 am;0.000;09/03/2020;5:00:00 am;0.000;09/03/2020;5:00:00 am;0.000;09/03/2020;5:00:00 am;-68.208;09/03/2020;5:00:00 am;96.333;09/03/2020;5:00:00 am;87.292;09/03/2020;5:00:00 am;0.000;09/03/2020;5:00:00 am;14.417
09/03/2020;6:00:00 am;0.003;09/03/2020;6:00:00 am;0.000;09/03/2020;6:00:00 am;0.003;09/03/2020;6:00:00 am;-80.500;09/03/2020;6:00:00 am;87.625;09/03/2020;6:00:00 am;85.667;09/03/2020;6:00:00 am;0.000;09/03/2020;6:00:00 am;16.000
09/03/2020;7:00:00 am;0.029;09/03/2020;7:00:00 am;0.001;09/03/2020;7:00:00 am;0.028;09/03/2020;7:00:00 am;-92.500;09/03/2020;7:00:00 am;78.625;09/03/2020;7:00:00 am;80.333;09/03/2020;7:00:00 am;0.000;09/03/2020;7:00:00 am;16.208
09/03/2020;8:00:00 am;0.088;09/03/2020;8:00:00 am;0.005;09/03/2020;8:00:00 am;0.086;09/03/2020;8:00:00 am;-104.708;09/03/2020;8:00:00 am;69.625;09/03/2020;8:00:00 am;69.917;09/03/2020;8:00:00 am;0.000;09/03/2020;8:00:00 am;17.000
09/03/2020;9:00:00 am;0.151;09/03/2020;9:00:00 am;0.007;09/03/2020;9:00:00 am;0.147;09/03/2020;9:00:00 am;-118.417;09/03/2020;9:00:00 am;61.333;09/03/2020;9:00:00 am;64.917;09/03/2020;9:00:00 am;0.100;09/03/2020;9:00:00 am;18.417
09/03/2020;10:00:00 am;0.161;09/03/2020;10:00:00 am;0.005;09/03/2020;10:00:00 am;0.158;09/03/2020;10:00:00 am;-133.542;09/03/2020;10:00:00 am;54.250;09/03/2020;10:00:00 am;70.458;09/03/2020;10:00:00 am;0.100;09/03/2020;10:00:00 am;17.583
09/03/2020;11:00:00 am;0.184;09/03/2020;11:00:00 am;0.004;09/03/2020;11:00:00 am;0.181;09/03/2020;11:00:00 am;-151.458;09/03/2020;11:00:00 am;48.667;09/03/2020;11:00:00 am;70.625;09/03/2020;11:00:00 am;0.300;09/03/2020;11:00:00 am;17.000
09/03/2020;12:00:00 pm;0.312;09/03/2020;12:00:00 pm;0.027;09/03/2020;12:00:00 pm;0.292;09/03/2020;12:00:00 pm;-96.167;09/03/2020;12:00:00 pm;46.083;09/03/2020;12:00:00 pm;54.917;09/03/2020;12:00:00 pm;0.400;09/03/2020;12:00:00 pm;16.500
09/03/2020;1:00:00 pm;0.428;09/03/2020;1:00:00 pm;0.107;09/03/2020;1:00:00 pm;0.354;09/03/2020;1:00:00 pm;168.125;09/03/2020;1:00:00 pm;45.917;09/03/2020;1:00:00 pm;36.917;09/03/2020;1:00:00 pm;0.400;09/03/2020;1:00:00 pm;17.000
09/03/2020;2:00:00 pm;0.415;09/03/2020;2:00:00 pm;0.126;09/03/2020;2:00:00 pm;0.333;09/03/2020;2:00:00 pm;148.750;09/03/2020;2:00:00 pm;49.042;09/03/2020;2:00:00 pm;34.833;09/03/2020;2:00:00 pm;0.900;09/03/2020;2:00:00 pm;18.000
09/03/2020;3:00:00 pm;0.342;09/03/2020;3:00:00 pm;0.100;09/03/2020;3:00:00 pm;0.284;09/03/2020;3:00:00 pm;131.167;09/03/2020;3:00:00 pm;54.958;09/03/2020;3:00:00 pm;37.500;09/03/2020;3:00:00 pm;1.200;09/03/2020;3:00:00 pm;17.000
09/03/2020;4:00:00 pm;0.274;09/03/2020;4:00:00 pm;0.116;09/03/2020;4:00:00 pm;0.221;09/03/2020;4:00:00 pm;116.583;09/03/2020;4:00:00 pm;62.667;09/03/2020;4:00:00 pm;34.958;09/03/2020;4:00:00 pm;0.800;09/03/2020;4:00:00 pm;17.000
09/03/2020;5:00:00 pm;0.189;09/03/2020;5:00:00 pm;0.119;09/03/2020;5:00:00 pm;0.149;09/03/2020;5:00:00 pm;102.792;09/03/2020;5:00:00 pm;70.875;09/03/2020;5:00:00 pm;31.708;09/03/2020;5:00:00 pm;0.500;09/03/2020;5:00:00 pm;16.292
09/03/2020;6:00:00 pm;0.081;09/03/2020;6:00:00 pm;0.057;09/03/2020;6:00:00 pm;0.070;09/03/2020;6:00:00 pm;90.500;09/03/2020;6:00:00 pm;79.875;09/03/2020;6:00:00 pm;37.792;09/03/2020;6:00:00 pm;0.200;09/03/2020;6:00:00 pm;14.583
09/03/2020;7:00:00 pm;0.009;09/03/2020;7:00:00 pm;0.003;09/03/2020;7:00:00 pm;0.009;09/03/2020;7:00:00 pm;78.500;09/03/2020;7:00:00 pm;88.875;09/03/2020;7:00:00 pm;49.292;09/03/2020;7:00:00 pm;0.000;09/03/2020;7:00:00 pm;12.583
09/03/2020;8:00:00 pm;0.000;09/03/2020;8:00:00 pm;0.000;09/03/2020;8:00:00 pm;0.000;09/03/2020;8:00:00 pm;66.500;09/03/2020;8:00:00 pm;97.667;09/03/2020;8:00:00 pm;58.667;09/03/2020;8:00:00 pm;0.000;09/03/2020;8:00:00 pm;11.292
09/03/2020;9:00:00 pm;0.000;09/03/2020;9:00:00 pm;0.000;09/03/2020;9:00:00 pm;0.000;09/03/2020;9:00:00 pm;53.583;09/03/2020;9:00:00 pm;105.458;09/03/2020;9:00:00 pm;65.750;09/03/2020;9:00:00 pm;0.000;09/03/2020;9:00:00 pm;11.000
09/03/2020;10:00:00 pm;0.000;09/03/2020;10:00:00 pm;0.000;09/03/2020;10:00:00 pm;0.000;09/03/2020;10:00:00 pm;39.375;09/03/2020;10:00:00 pm;111.750;09/03/2020;10:00:00 pm;71.250;09/03/2020;10:00:00 pm;0.000;09/03/2020;10:00:00 pm;11.000
09/03/2020;11:00:00 pm;0.000;09/03/2020;11:00:00 pm;0.000;09/03/2020;11:00:00 pm;0.000;09/03/2020;11:00:00 pm;23.667;09/03/2020;11:00:00 pm;116.625;09/03/2020;11:00:00 pm;77.542;09/03/2020;11:00:00 pm;0.000;09/03/2020;11:00:00 pm;11.000
09/04/2020;12:00:00 am;0.000;09/04/2020;12:00:00 am;0.000;09/04/2020;12:00:00 am;0.000;09/04/2020;12:00:00 am;7.458;09/04/2020;12:00:00 am;118.917;09/04/2020;12:00:00 am;77.792;09/04/2020;12:00:00 am;0.000;09/04/2020;12:00:00 am;10.792
09/04/2020;1:00:00 am;0.000;09/04/2020;1:00:00 am;0.000;09/04/2020;1:00:00 am;0.000;09/04/2020;1:00:00 am;-9.542;09/04/2020;1:00:00 am;119.083;09/04/2020;1:00:00 am;67.708;09/04/2020;1:00:00 am;0.000;09/04/2020;1:00:00 am;10.000
09/04/2020;2:00:00 am;0.000;09/04/2020;2:00:00 am;0.000;09/04/2020;2:00:00 am;0.000;09/04/2020;2:00:00 am;-26.333;09/04/2020;2:00:00 am;116.167;09/04/2020;2:00:00 am;68.708;09/04/2020;2:00:00 am;0.000;09/04/2020;2:00:00 am;10.000
09/04/2020;3:00:00 am;0.000;09/04/2020;3:00:00 am;0.000;09/04/2020;3:00:00 am;0.000;09/04/2020;3:00:00 am;-41.417;09/04/2020;3:00:00 am;111.250;09/04/2020;3:00:00 am;70.833;09/04/2020;3:00:00 am;0.000;09/04/2020;3:00:00 am;10.000
09/04/2020;4:00:00 am;0.000;09/04/2020;4:00:00 am;0.000;09/04/2020;4:00:00 am;0.000;09/04/2020;4:00:00 am;-55.417;09/04/2020;4:00:00 am;104.333;09/04/2020;4:00:00 am;74.625;09/04/2020;4:00:00 am;0.000;09/04/2020;4:00:00 am;9.000
09/04/2020;5:00:00 am;0.000;09/04/2020;5:00:00 am;0.000;09/04/2020;5:00:00 am;0.000;09/04/2020;5:00:00 am;-68.500;09/04/2020;5:00:00 am;96.333;09/04/2020;5:00:00 am;71.208;09/04/2020;5:00:00 am;0.000;09/04/2020;5:00:00 am;10.000
09/04/2020;6:00:00 am;0.013;09/04/2020;6:00:00 am;0.004;09/04/2020;6:00:00 am;0.012;09/04/2020;6:00:00 am;-80.500;09/04/2020;6:00:00 am;88.125;09/04/2020;6:00:00 am;55.625;09/04/2020;6:00:00 am;0.000;09/04/2020;6:00:00 am;10.208
09/04/2020;7:00:00 am;0.092;09/04/2020;7:00:00 am;0.060;09/04/2020;7:00:00 am;0.079;09/04/2020;7:00:00 am;-92.500;09/04/2020;7:00:00 am;79.125;09/04/2020;7:00:00 am;36.375;09/04/2020;7:00:00 am;0.000;09/04/2020;7:00:00 am;11.000
09/04/2020;8:00:00 am;0.207;09/04/2020;8:00:00 am;0.132;09/04/2020;8:00:00 am;0.162;09/04/2020;8:00:00 am;-104.708;09/04/2020;8:00:00 am;70.125;09/04/2020;8:00:00 am;28.292;09/04/2020;8:00:00 am;0.100;09/04/2020;8:00:00 am;11.208
09/04/2020;9:00:00 am;0.294;09/04/2020;9:00:00 am;0.124;09/04/2020;9:00:00 am;0.234;09/04/2020;9:00:00 am;-118.417;09/04/2020;9:00:00 am;61.542;09/04/2020;9:00:00 am;31.458;09/04/2020;9:00:00 am;0.200;09/04/2020;9:00:00 am;12.417
