ghi,ghi90,ghi10,ebh,dni,dni10,dni90,dhi,air_temp,zenith,azimuth,cloud_opacity,period_end,period,Unnamed: 0
561,659,232,290,425,7,770,271,17,47,-127,14,2021-08-10T10:00:00.0000000Z,PT30M,89.0
596,706,252,316,440,8,797,280,18,44,-136,14,2021-08-10T10:30:00.0000000Z,PT30M,90.0
616,744,258,305,403,8,806,311,18,41,-146,17,2021-08-10T11:00:00.0000000Z,PT30M,91.0
612,772,247,257,331,6,816,355,19,39,-157,21,2021-08-10T11:30:00.0000000Z,PT30M,92.0
596,789,229,219,279,4,831,376,19,38,-168,24,2021-08-10T12:00:00.0000000Z,PT30M,93.0
578,793,212,179,224,4,816,399,19,37,180,27,2021-08-10T12:30:00.0000000Z,PT30M,94.0
568,785,207,170,216,3,825,397,20,38,168,28,2021-08-10T13:00:00.0000000Z,PT30M,95.0
568,765,216,186,239,4,806,382,20,39,157,25,2021-08-10T13:30:00.0000000Z,PT30M,96.0
570,736,230,227,300,5,794,343,21,41,146,22,2021-08-10T14:00:00.0000000Z,PT30M,97.0
561,695,239,254,353,8,781,307,21,44,136,19,2021-08-10T14:30:00.0000000Z,PT30M,98.0
534,645,234,256,375,9,748,278,21,47,127,17,2021-08-10T15:00:00.0000000Z,PT30M,99.0
486,589,210,232,369,10,736,254,21,51,119,17,2021-08-10T15:30:00.0000000Z,PT30M,100.0
426,526,178,182,316,7,710,244,20,55,112,19,2021-08-10T16:00:00.0000000Z,PT30M,101.0
361,457,144,144,288,6,696,217,19,60,105,21,2021-08-10T16:30:00.0000000Z,PT30M,102.0
298,384,115,106,242,5,648,192,18,64,98,22,2021-08-10T17:00:00.0000000Z,PT30M,103.0
238,308,91,73,195,5,558,165,18,68,92,23,2021-08-10T17:30:00.0000000Z,PT30M,104.0
182,232,71,56,192,7,516,126,18,73,86,22,2021-08-10T18:00:00.0000000Z,PT30M,105.0
127,158,51,34,151,4,373,93,17,77,80,20,2021-08-10T18:30:00.0000000Z,PT30M,106.0
73,89,31,18,106,6,241,54,16,82,74,18,2021-08-10T19:00:00.0000000Z,PT30M,107.0
29,34,12,5,29,0,53,24,14,86,69,16,2021-08-10T19:30:00.0000000Z,PT30M,108.0
0,0,0,0,0,0,0,0,14,90,63,14,2021-08-10T20:00:00.0000000Z,PT30M,109.0
0,0,0,0,0,0,0,0,14,94,57,12,2021-08-10T20:30:00.0000000Z,PT30M,110.0
0,0,0,0,0,0,0,0,12,98,50,10,2021-08-10T21:00:00.0000000Z,PT30M,111.0
0,0,0,0,0,0,0,0,12,101,44,9,2021-08-10T21:30:00.0000000Z,PT30M,112.0
0,0,0,0,0,0,0,0,12,104,37,7,2021-08-10T22:00:00.0000000Z,PT30M,113.0
0,0,0,0,0,0,0,0,12,107,30,6,2021-08-10T22:30:00.0000000Z,PT30M,114.0
0,0,0,0,0,0,0,0,12,109,23,6,2021-08-10T23:00:00.0000000Z,PT30M,115.0
0,0,0,0,0,0,0,0,12,110,15,5,2021-08-10T23:30:00.0000000Z,PT30M,116.0
0,0,0,0,0,0,0,0,11,111,8,5,2021-08-11T00:00:00.0000000Z,PT30M,117.0
0,0,0,0,0,0,0,0,11,111,0,5,2021-08-11T00:30:00.0000000Z,PT30M,118.0
0,0,0,0,0,0,0,0,11,111,-8,5,2021-08-11T01:00:00.0000000Z,PT30M,119.0
0,0,0,0,0,0,0,0,11,110,-15,5,2021-08-11T01:30:00.0000000Z,PT30M,120.0
0,0,0,0,0,0,0,0,11,109,-23,5,2021-08-11T02:00:00.0000000Z,PT30M,121.0
0,0,0,0,0,0,0,0,11,106,-30,4,2021-08-11T02:30:00.0000000Z,PT30M,122.0
0,0,0,0,0,0,0,0,11,104,-37,4,2021-08-11T03:00:00.0000000Z,PT30M,123.0
0,0,0,0,0,0,0,0,11,101,-44,4,2021-08-11T03:30:00.0000000Z,PT30M,124.0
0,0,0,0,0,0,0,0,11,98,-51,3,2021-08-11T04:00:00.0000000Z,PT30M,125.0
0,0,0,0,0,0,0,0,11,94,-57,3,2021-08-11T04:30:00.0000000Z,PT30M,126.0
0,0,0,0,0,0,0,0,11,90,-63,3,2021-08-11T05:00:00.0000000Z,PT30M,127.0
29,31,16,5,29,6,35,25,11,86,-69,3,2021-08-11T05:30:00.0000000Z,PT30M,128.0
79,82,40,23,135,12,165,56,12,82,-75,4,2021-08-11T06:00:00.0000000Z,PT30M,129.0
140,148,71,50,222,12,276,91,12,77,-80,5,2021-08-11T06:30:00.0000000Z,PT30M,130.0
209,221,105,99,339,17,417,109,14,73,-86,5,2021-08-11T07:00:00.0000000Z,PT30M,131.0
278,297,138,138,368,16,472,140,14,68,-92,6,2021-08-11T07:30:00.0000000Z,PT30M,132.0
346,373,170,190,433,18,570,156,16,64,-99,7,2021-08-11T08:00:00.0000000Z,PT30M,133.0
412,446,201,239,479,18,645,172,17,60,-105,8,2021-08-11T08:30:00.0000000Z,PT30M,134.0
470,516,228,266,464,17,652,205,17,55,-112,9,2021-08-11T09:00:00.0000000Z,PT30M,135.0
524,579,252,297,472,16,688,227,18,51,-119,10,2021-08-11T09:30:00.0000000Z,PT30M,136.0
570,635,272,329,482,16,705,241,19,47,-127,10,2021-08-11T10:00:00.0000000Z,PT30M,137.0
607,682,288,349,485,14,734,258,20,44,-136,11,2021-08-11T10:30:00.0000000Z,PT30M,138.0
637,720,300,357,473,14,744,280,20,41,-146,12,2021-08-11T11:00:00.0000000Z,PT30M,139.0
284,335,215,9,12,8,26,275,20,39,-157,61,2021-08-11T11:30:00.0000000Z,PT30M,
265,395,166,6,8,1,58,258,20,38,-168,65,2021-08-11T12:00:00.0000000Z,PT30M,
265,431,139,6,8,1,62,259,20,37,180,65,2021-08-11T12:30:00.0000000Z,PT30M,
275,465,99,7,9,1,96,267,20,38,168,63,2021-08-11T13:00:00.0000000Z,PT30M,
279,528,79,8,10,0,206,270,20,39,157,62,2021-08-11T13:30:00.0000000Z,PT30M,
229,466,62,4,6,0,112,224,21,41,146,68,2021-08-11T14:00:00.0000000Z,PT30M,
265,322,196,10,14,6,49,255,21,44,136,60,2021-08-11T14:30:00.0000000Z,PT30M,
242,427,107,8,12,1,148,234,21,48,127,61,2021-08-11T15:00:00.0000000Z,PT30M,
209,416,105,6,9,2,174,203,20,51,119,64,2021-08-11T15:30:00.0000000Z,PT30M,
204,304,106,7,13,2,69,196,20,55,112,61,2021-08-11T16:00:00.0000000Z,PT30M,
159,336,76,4,9,1,190,154,20,60,105,65,2021-08-11T16:30:00.0000000Z,PT30M,
125,263,24,3,7,0,127,122,20,64,98,67,2021-08-11T17:00:00.0000000Z,PT30M,
127,241,27,5,14,0,203,122,18,69,92,59,2021-08-11T17:30:00.0000000Z,PT30M,
97,199,22,4,14,0,254,93,17,73,86,59,2021-08-11T18:00:00.0000000Z,PT30M,
56,132,11,2,10,0,250,54,17,78,80,62,2021-08-11T18:30:00.0000000Z,PT30M,
29,74,4,1,6,0,123,28,16,82,75,65,2021-08-11T19:00:00.0000000Z,PT30M,
11,27,1,0,0,0,26,11,16,86,69,64,2021-08-11T19:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,91,63,62,2021-08-11T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,94,57,61,2021-08-11T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,98,50,61,2021-08-11T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,101,44,60,2021-08-11T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,104,37,59,2021-08-11T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,107,30,58,2021-08-11T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,109,23,56,2021-08-11T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,110,15,54,2021-08-11T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,16,111,8,52,2021-08-12T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,111,0,49,2021-08-12T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,111,-8,44,2021-08-12T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,110,-16,39,2021-08-12T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,109,-23,34,2021-08-12T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,107,-30,25,2021-08-12T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,104,-37,11,2021-08-12T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,101,-44,3,2021-08-12T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,98,-51,3,2021-08-12T04:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,94,-57,3,2021-08-12T04:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,90,-63,2,2021-08-12T05:00:00.0000000Z,PT30M,
23,23,8,3,5,0,5,20,11,86,-69,2,2021-08-12T05:30:00.0000000Z,PT30M,
57,59,22,9,44,6,44,48,11,82,-75,3,2021-08-12T06:00:00.0000000Z,PT30M,
109,112,44,27,122,5,122,81,12,78,-81,2,2021-08-12T06:30:00.0000000Z,PT30M,
173,178,75,56,192,10,213,117,12,73,-87,2,2021-08-12T07:00:00.0000000Z,PT30M,
247,253,111,110,299,11,304,136,12,69,-93,2,2021-08-12T07:30:00.0000000Z,PT30M,
327,332,157,170,380,16,386,156,14,64,-99,1,2021-08-12T08:00:00.0000000Z,PT30M,
403,410,198,242,458,20,459,161,14,60,-105,1,2021-08-12T08:30:00.0000000Z,PT30M,
479,485,240,307,522,24,522,173,14,55,-112,1,2021-08-12T09:00:00.0000000Z,PT30M,
545,551,278,367,565,28,565,178,16,51,-120,1,2021-08-12T09:30:00.0000000Z,PT30M,
603,609,307,432,600,30,600,171,17,48,-128,1,2021-08-12T10:00:00.0000000Z,PT30M,
653,660,339,470,629,33,629,182,18,44,-137,1,2021-08-12T10:30:00.0000000Z,PT30M,
697,699,361,530,652,35,652,166,18,42,-146,0,2021-08-12T11:00:00.0000000Z,PT30M,
727,729,377,549,669,35,669,177,19,39,-157,0,2021-08-12T11:30:00.0000000Z,PT30M,
747,747,389,577,681,37,681,170,20,38,-168,0,2021-08-12T12:00:00.0000000Z,PT30M,
748,750,383,579,677,34,677,168,20,38,180,0,2021-08-12T12:30:00.0000000Z,PT30M,
727,742,367,535,653,30,667,192,20,38,168,1,2021-08-12T13:00:00.0000000Z,PT30M,
702,722,352,511,633,28,654,190,21,40,157,2,2021-08-12T13:30:00.0000000Z,PT30M,
663,691,326,462,600,26,635,201,21,42,146,3,2021-08-12T14:00:00.0000000Z,PT30M,
617,650,301,415,561,23,611,202,21,45,136,4,2021-08-12T14:30:00.0000000Z,PT30M,
559,598,263,347,512,18,582,211,21,48,127,6,2021-08-12T15:00:00.0000000Z,PT30M,
501,545,231,298,484,16,569,202,20,52,119,7,2021-08-12T15:30:00.0000000Z,PT30M,
439,485,196,244,436,14,550,194,20,56,112,9,2021-08-12T16:00:00.0000000Z,PT30M,
371,418,157,186,372,11,524,185,20,60,105,11,2021-08-12T16:30:00.0000000Z,PT30M,
295,348,117,117,267,7,491,177,19,64,99,15,2021-08-12T17:00:00.0000000Z,PT30M,
222,275,79,73,204,5,445,149,18,69,92,18,2021-08-12T17:30:00.0000000Z,PT30M,
158,203,53,39,135,3,356,119,17,73,86,21,2021-08-12T18:00:00.0000000Z,PT30M,
167,167,163,98,430,421,430,69,17,78,81,23,2021-08-12T18:30:00.0000000Z,PT30M,
93,97,75,35,208,103,244,57,16,82,75,3,2021-08-12T19:00:00.0000000Z,PT30M,
34,39,16,9,54,2,83,24,14,87,69,15,2021-08-12T19:30:00.0000000Z,PT30M,
4,6,2,1,5,0,12,3,14,91,63,27,2021-08-12T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,95,57,29,2021-08-12T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,98,51,25,2021-08-12T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,102,44,29,2021-08-12T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,105,37,26,2021-08-12T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,107,30,23,2021-08-12T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,109,23,31,2021-08-12T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,111,15,34,2021-08-12T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,111,8,35,2021-08-13T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,112,0,36,2021-08-13T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,111,-8,36,2021-08-13T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,111,-16,37,2021-08-13T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,109,-23,38,2021-08-13T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,107,-31,38,2021-08-13T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,105,-38,40,2021-08-13T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,102,-44,42,2021-08-13T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,98,-51,44,2021-08-13T04:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,95,-57,48,2021-08-13T04:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,91,-63,52,2021-08-13T05:00:00.0000000Z,PT30M,
9,21,2,0,0,0,6,9,12,87,-69,55,2021-08-13T05:30:00.0000000Z,PT30M,
24,57,4,1,6,0,44,23,12,82,-75,56,2021-08-13T06:00:00.0000000Z,PT30M,
49,111,9,2,10,0,138,47,12,78,-81,55,2021-08-13T06:30:00.0000000Z,PT30M,
88,182,20,4,14,0,229,84,14,73,-87,51,2021-08-13T07:00:00.0000000Z,PT30M,
136,264,34,8,22,0,380,128,14,69,-93,48,2021-08-13T07:30:00.0000000Z,PT30M,
188,348,51,14,32,0,470,174,14,64,-99,45,2021-08-13T08:00:00.0000000Z,PT30M,
238,433,68,20,40,0,594,217,14,60,-105,44,2021-08-13T08:30:00.0000000Z,PT30M,
294,514,88,31,56,2,688,262,16,56,-112,42,2021-08-13T09:00:00.0000000Z,PT30M,
343,579,111,43,69,2,724,300,17,52,-120,40,2021-08-13T09:30:00.0000000Z,PT30M,
395,637,135,59,88,1,742,335,18,48,-128,37,2021-08-13T10:00:00.0000000Z,PT30M,
439,686,156,77,109,2,775,361,18,45,-137,35,2021-08-13T10:30:00.0000000Z,PT30M,
475,725,174,92,124,2,783,382,19,42,-147,34,2021-08-13T11:00:00.0000000Z,PT30M,
497,753,188,100,131,2,795,396,19,40,-157,33,2021-08-13T11:30:00.0000000Z,PT30M,
514,771,196,108,137,3,788,406,19,38,-169,33,2021-08-13T12:00:00.0000000Z,PT30M,
539,776,209,137,174,3,802,402,19,38,180,30,2021-08-13T12:30:00.0000000Z,PT30M,
560,771,231,169,215,5,790,391,20,38,168,27,2021-08-13T13:00:00.0000000Z,PT30M,
590,766,297,254,328,15,820,336,20,40,157,23,2021-08-13T13:30:00.0000000Z,PT30M,
408,740,201,56,74,4,814,352,20,42,146,44,2021-08-13T14:00:00.0000000Z,PT30M,
372,703,175,43,60,3,814,328,20,45,136,47,2021-08-13T14:30:00.0000000Z,PT30M,
266,656,130,14,20,1,792,252,19,48,128,59,2021-08-13T15:00:00.0000000Z,PT30M,
394,601,169,93,150,4,769,300,19,52,119,34,2021-08-13T15:30:00.0000000Z,PT30M,
439,538,184,199,347,8,744,240,19,56,112,19,2021-08-13T16:00:00.0000000Z,PT30M,
420,469,179,255,506,11,724,165,19,60,105,10,2021-08-13T16:30:00.0000000Z,PT30M,
372,383,159,272,644,17,703,100,18,65,99,2,2021-08-13T17:00:00.0000000Z,PT30M,
297,306,119,200,559,11,614,97,18,69,93,2,2021-08-13T17:30:00.0000000Z,PT30M,
221,228,83,145,527,11,572,76,17,74,87,2,2021-08-13T18:00:00.0000000Z,PT30M,
147,152,52,79,382,10,418,68,16,78,81,2,2021-08-13T18:30:00.0000000Z,PT30M,
78,82,27,34,202,6,241,44,14,83,75,4,2021-08-13T19:00:00.0000000Z,PT30M,
25,27,8,6,37,0,47,19,14,87,69,6,2021-08-13T19:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,91,63,9,2021-08-13T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,95,57,11,2021-08-13T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,99,51,12,2021-08-13T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,102,44,13,2021-08-13T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,105,37,14,2021-08-13T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,107,30,14,2021-08-13T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,109,23,13,2021-08-13T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,111,15,12,2021-08-13T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,112,8,11,2021-08-14T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,112,0,12,2021-08-14T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,112,-8,15,2021-08-14T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,111,-16,19,2021-08-14T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,109,-23,23,2021-08-14T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,107,-31,27,2021-08-14T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,105,-38,32,2021-08-14T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,102,-45,34,2021-08-14T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,10,98,-51,33,2021-08-14T04:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,10,95,-57,32,2021-08-14T04:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,10,91,-63,32,2021-08-14T05:00:00.0000000Z,PT30M,
18,27,5,1,10,0,41,16,10,87,-69,31,2021-08-14T05:30:00.0000000Z,PT30M,
55,81,17,6,39,1,159,49,11,82,-75,31,2021-08-14T06:00:00.0000000Z,PT30M,
103,146,33,18,87,1,337,85,12,78,-81,29,2021-08-14T06:30:00.0000000Z,PT30M,
154,217,55,34,123,2,468,120,12,74,-87,28,2021-08-14T07:00:00.0000000Z,PT30M,
212,290,82,52,146,5,499,159,14,69,-93,26,2021-08-14T07:30:00.0000000Z,PT30M,
269,363,115,77,182,5,584,192,14,65,-99,25,2021-08-14T08:00:00.0000000Z,PT30M,
325,433,145,97,195,7,594,227,16,60,-106,24,2021-08-14T08:30:00.0000000Z,PT30M,
380,499,176,125,224,9,638,254,17,56,-113,23,2021-08-14T09:00:00.0000000Z,PT30M,
422,563,201,136,221,9,679,286,17,52,-120,24,2021-08-14T09:30:00.0000000Z,PT30M,
458,621,217,136,204,8,699,321,18,48,-128,26,2021-08-14T10:00:00.0000000Z,PT30M,
476,669,229,127,180,8,731,349,19,45,-137,28,2021-08-14T10:30:00.0000000Z,PT30M,
490,708,237,116,156,7,741,373,19,42,-147,30,2021-08-14T11:00:00.0000000Z,PT30M,
491,736,239,100,130,6,756,391,20,40,-157,33,2021-08-14T11:30:00.0000000Z,PT30M,
488,751,235,89,114,5,767,398,20,39,-169,35,2021-08-14T12:00:00.0000000Z,PT30M,
477,752,229,76,97,4,741,400,20,38,180,37,2021-08-14T12:30:00.0000000Z,PT30M,
463,731,219,70,90,4,711,393,21,39,168,38,2021-08-14T13:00:00.0000000Z,PT30M,
437,692,203,57,75,3,629,379,21,40,157,40,2021-08-14T13:30:00.0000000Z,PT30M,
392,639,175,40,53,3,532,351,21,42,146,44,2021-08-14T14:00:00.0000000Z,PT30M,
352,577,149,30,42,1,443,321,21,45,137,47,2021-08-14T14:30:00.0000000Z,PT30M,
303,512,121,20,30,1,352,282,21,48,128,50,2021-08-14T15:00:00.0000000Z,PT30M,
263,450,101,15,25,2,298,247,20,52,120,52,2021-08-14T15:30:00.0000000Z,PT30M,
223,387,82,11,20,2,249,211,19,56,112,54,2021-08-14T16:00:00.0000000Z,PT30M,
183,322,66,8,18,0,215,174,18,61,105,56,2021-08-14T16:30:00.0000000Z,PT30M,
142,259,50,5,14,0,166,136,17,65,99,58,2021-08-14T17:00:00.0000000Z,PT30M,
102,191,33,3,9,0,105,99,17,69,93,62,2021-08-14T17:30:00.0000000Z,PT30M,
65,131,19,2,7,0,73,63,16,74,87,66,2021-08-14T18:00:00.0000000Z,PT30M,
40,84,10,1,5,0,51,39,16,78,81,67,2021-08-14T18:30:00.0000000Z,PT30M,
20,44,5,1,6,0,29,19,14,83,75,68,2021-08-14T19:00:00.0000000Z,PT30M,
6,14,1,0,0,0,6,6,14,87,69,67,2021-08-14T19:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,91,63,67,2021-08-14T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,95,57,67,2021-08-14T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,99,51,66,2021-08-14T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,102,44,66,2021-08-14T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,105,37,66,2021-08-14T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,108,30,66,2021-08-14T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,110,23,66,2021-08-14T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,111,15,66,2021-08-14T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,112,8,66,2021-08-15T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,112,0,67,2021-08-15T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,112,-8,68,2021-08-15T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,111,-16,68,2021-08-15T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,110,-23,66,2021-08-15T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,108,-31,63,2021-08-15T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,105,-38,61,2021-08-15T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,102,-45,58,2021-08-15T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,99,-51,56,2021-08-15T04:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,95,-58,55,2021-08-15T04:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,91,-64,54,2021-08-15T05:00:00.0000000Z,PT30M,
10,22,1,0,1,0,24,10,14,87,-70,53,2021-08-15T05:30:00.0000000Z,PT30M,
34,70,5,1,9,0,129,32,14,83,-76,51,2021-08-15T06:00:00.0000000Z,PT30M,
68,132,13,4,20,0,245,64,14,78,-81,47,2021-08-15T06:30:00.0000000Z,PT30M,
113,203,25,9,33,0,385,103,14,74,-87,44,2021-08-15T07:00:00.0000000Z,PT30M,
167,276,44,19,53,0,440,148,16,69,-93,39,2021-08-15T07:30:00.0000000Z,PT30M,
231,352,71,38,91,1,539,193,17,65,-99,34,2021-08-15T08:00:00.0000000Z,PT30M,
290,424,97,57,115,2,562,232,18,60,-106,31,2021-08-15T08:30:00.0000000Z,PT30M,
345,493,121,80,142,3,619,264,19,56,-113,29,2021-08-15T09:00:00.0000000Z,PT30M,
394,551,143,99,161,3,642,294,19,52,-120,28,2021-08-15T09:30:00.0000000Z,PT30M,
433,601,162,109,163,3,644,323,20,48,-128,27,2021-08-15T10:00:00.0000000Z,PT30M,
467,643,185,122,172,4,662,345,20,45,-137,27,2021-08-15T10:30:00.0000000Z,PT30M,
507,676,208,146,197,4,656,360,21,42,-147,24,2021-08-15T11:00:00.0000000Z,PT30M,
540,698,230,177,232,6,648,362,22,40,-158,22,2021-08-15T11:30:00.0000000Z,PT30M,
564,710,250,204,263,7,635,359,23,39,-169,20,2021-08-15T12:00:00.0000000Z,PT30M,
563,711,245,203,261,7,621,360,22,39,180,20,2021-08-15T12:30:00.0000000Z,PT30M,
532,699,220,158,204,4,603,373,21,39,168,23,2021-08-15T13:00:00.0000000Z,PT30M,
503,678,196,133,174,4,580,369,21,40,157,25,2021-08-15T13:30:00.0000000Z,PT30M,
470,645,177,117,160,3,553,352,20,43,146,27,2021-08-15T14:00:00.0000000Z,PT30M,
428,603,155,92,130,3,520,336,20,45,137,28,2021-08-15T14:30:00.0000000Z,PT30M,
374,551,126,67,103,2,482,306,20,49,128,32,2021-08-15T15:00:00.0000000Z,PT30M,
339,507,107,57,94,2,491,281,20,52,120,33,2021-08-15T15:30:00.0000000Z,PT30M,
303,456,92,53,97,2,497,250,20,57,112,33,2021-08-15T16:00:00.0000000Z,PT30M,
265,399,78,46,95,2,500,218,20,61,106,33,2021-08-15T16:30:00.0000000Z,PT30M,
225,337,64,40,95,1,503,185,20,65,99,32,2021-08-15T17:00:00.0000000Z,PT30M,
180,272,47,31,92,1,504,148,19,70,93,33,2021-08-15T17:30:00.0000000Z,PT30M,
136,207,32,21,77,0,450,115,18,74,87,34,2021-08-15T18:00:00.0000000Z,PT30M,
84,135,17,11,57,0,383,73,17,79,81,37,2021-08-15T18:30:00.0000000Z,PT30M,
40,70,7,3,19,0,153,36,16,83,75,42,2021-08-15T19:00:00.0000000Z,PT30M,
10,20,1,0,4,0,24,9,14,87,69,47,2021-08-15T19:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,92,63,51,2021-08-15T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,96,57,55,2021-08-15T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,99,51,58,2021-08-15T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,103,44,60,2021-08-15T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,105,37,63,2021-08-15T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,108,30,65,2021-08-15T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,110,23,68,2021-08-15T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,112,15,69,2021-08-15T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,112,8,69,2021-08-16T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,113,0,67,2021-08-16T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,112,-8,64,2021-08-16T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,111,-16,63,2021-08-16T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,110,-24,62,2021-08-16T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,108,-31,60,2021-08-16T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,105,-38,57,2021-08-16T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,102,-45,56,2021-08-16T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,99,-51,57,2021-08-16T04:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,95,-58,56,2021-08-16T04:30:00.0000000Z,PT30M,
