ghi,ghi90,ghi10,ebh,dni,dni10,dni90,dhi,air_temp,zenith,azimuth,cloud_opacity,period_end,period,Unnamed: 0
0,0,0,0,0,0,0,0,14,103,-21,0,2021-07-17T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,101,-28,0,2021-07-17T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,99,-35,0,2021-07-17T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,96,-41,0,2021-07-17T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,93,-48,0,2021-07-17T04:00:00.0000000Z,PT30M,
4,4,3,1,6,0,6,3,14,89,-54,0,2021-07-17T04:30:00.0000000Z,PT30M,
39,39,32,12,71,29,71,27,14,86,-60,0,2021-07-17T05:00:00.0000000Z,PT30M,
91,91,75,38,224,100,224,53,14,82,-65,0,2021-07-17T05:30:00.0000000Z,PT30M,
155,155,129,72,320,142,320,83,16,77,-71,0,2021-07-17T06:00:00.0000000Z,PT30M,
225,225,190,130,445,215,445,96,17,73,-77,0,2021-07-17T06:30:00.0000000Z,PT30M,
302,302,256,201,563,293,563,100,18,69,-82,0,2021-07-17T07:00:00.0000000Z,PT30M,
378,378,324,261,595,326,595,117,18,64,-88,0,2021-07-17T07:30:00.0000000Z,PT30M,
453,453,392,336,672,382,672,117,19,60,-94,0,2021-07-17T08:00:00.0000000Z,PT30M,
525,525,458,393,685,408,685,132,20,55,-101,0,2021-07-17T08:30:00.0000000Z,PT30M,
592,592,520,459,729,459,729,133,21,51,-107,0,2021-07-17T09:00:00.0000000Z,PT30M,
654,654,579,518,760,487,760,136,21,47,-115,0,2021-07-17T09:30:00.0000000Z,PT30M,
708,708,629,566,774,515,774,142,22,43,-123,0,2021-07-17T10:00:00.0000000Z,PT30M,
754,754,672,601,775,517,775,152,23,39,-132,0,2021-07-17T10:30:00.0000000Z,PT30M,
790,790,705,635,785,527,785,155,23,36,-143,0,2021-07-17T11:00:00.0000000Z,PT30M,
816,816,727,662,799,536,799,154,24,34,-154,0,2021-07-17T11:30:00.0000000Z,PT30M,
831,831,739,672,792,529,792,160,24,32,-167,0,2021-07-17T12:00:00.0000000Z,PT30M,
837,837,739,685,807,521,807,153,25,32,180,0,2021-07-17T12:30:00.0000000Z,PT30M,
831,831,727,675,795,491,795,157,25,32,167,0,2021-07-17T13:00:00.0000000Z,PT30M,
816,816,706,668,806,495,806,148,25,34,154,0,2021-07-17T13:30:00.0000000Z,PT30M,
788,788,674,640,790,445,790,148,25,36,143,0,2021-07-17T14:00:00.0000000Z,PT30M,
752,752,635,609,784,418,784,143,25,39,132,0,2021-07-17T14:30:00.0000000Z,PT30M,
706,706,588,574,785,401,785,132,25,43,123,0,2021-07-17T15:00:00.0000000Z,PT30M,
651,651,536,526,771,374,771,125,25,47,115,0,2021-07-17T15:30:00.0000000Z,PT30M,
589,589,479,468,744,340,744,121,25,51,107,0,2021-07-17T16:00:00.0000000Z,PT30M,
522,522,421,403,703,314,703,119,25,55,101,0,2021-07-17T16:30:00.0000000Z,PT30M,
450,450,361,346,692,296,692,103,25,60,94,0,2021-07-17T17:00:00.0000000Z,PT30M,
375,375,300,271,618,258,618,103,24,64,88,0,2021-07-17T17:30:00.0000000Z,PT30M,
299,299,239,211,589,245,589,88,23,69,82,0,2021-07-17T18:00:00.0000000Z,PT30M,
224,224,180,139,475,195,475,85,22,73,77,0,2021-07-17T18:30:00.0000000Z,PT30M,
173,173,164,96,395,374,395,77,20,77,71,0,2021-07-17T19:00:00.0000000Z,PT30M,
106,106,101,55,320,305,320,51,19,82,65,0,2021-07-17T19:30:00.0000000Z,PT30M,
50,50,47,19,112,107,112,31,17,86,60,0,2021-07-17T20:00:00.0000000Z,PT30M,
12,12,10,4,21,20,21,8,17,89,54,1,2021-07-17T20:30:00.0000000Z,PT30M,
1,1,1,1,3,0,3,1,16,93,48,0,2021-07-17T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,96,41,2,2021-07-17T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,99,35,2,2021-07-17T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,101,28,1,2021-07-17T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,103,21,0,2021-07-17T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,105,14,0,2021-07-17T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,105,7,0,2021-07-18T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,106,0,0,2021-07-18T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,105,-7,0,2021-07-18T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,105,-14,0,2021-07-18T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,103,-21,0,2021-07-18T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,101,-28,0,2021-07-18T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,99,-35,0,2021-07-18T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,96,-41,0,2021-07-18T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,93,-48,0,2021-07-18T04:00:00.0000000Z,PT30M,
3,3,3,1,6,0,6,2,14,89,-54,0,2021-07-18T04:30:00.0000000Z,PT30M,
39,39,33,12,71,35,71,27,14,86,-60,0,2021-07-18T05:00:00.0000000Z,PT30M,
93,93,78,41,241,112,241,51,14,82,-65,0,2021-07-18T05:30:00.0000000Z,PT30M,
157,157,130,75,333,151,333,82,14,77,-71,0,2021-07-18T06:00:00.0000000Z,PT30M,
229,229,188,135,461,201,461,94,16,73,-77,0,2021-07-18T06:30:00.0000000Z,PT30M,
305,305,247,207,578,243,578,98,17,69,-83,0,2021-07-18T07:00:00.0000000Z,PT30M,
382,382,306,268,611,244,611,114,18,64,-88,0,2021-07-18T07:30:00.0000000Z,PT30M,
457,457,361,343,686,264,686,114,19,60,-94,0,2021-07-18T08:00:00.0000000Z,PT30M,
529,529,412,400,697,255,697,129,19,55,-101,0,2021-07-18T08:30:00.0000000Z,PT30M,
596,596,460,468,744,259,744,129,20,51,-108,0,2021-07-18T09:00:00.0000000Z,PT30M,
659,659,500,527,773,255,773,132,21,47,-115,0,2021-07-18T09:30:00.0000000Z,PT30M,
714,714,536,577,789,245,789,137,21,43,-123,0,2021-07-18T10:00:00.0000000Z,PT30M,
760,760,563,613,789,229,789,147,22,39,-132,0,2021-07-18T10:30:00.0000000Z,PT30M,
798,798,588,650,802,232,802,148,22,36,-143,0,2021-07-18T11:00:00.0000000Z,PT30M,
825,825,603,679,819,224,819,146,22,34,-154,0,2021-07-18T11:30:00.0000000Z,PT30M,
843,843,613,692,816,222,816,151,23,32,-167,0,2021-07-18T12:00:00.0000000Z,PT30M,
847,847,615,701,826,225,826,146,23,32,-180,0,2021-07-18T12:30:00.0000000Z,PT30M,
843,843,612,695,820,224,820,148,23,32,167,0,2021-07-18T13:00:00.0000000Z,PT30M,
823,825,598,683,824,216,826,140,23,34,154,0,2021-07-18T13:30:00.0000000Z,PT30M,
793,799,578,642,794,213,814,151,23,36,143,1,2021-07-18T14:00:00.0000000Z,PT30M,
761,761,723,619,790,751,790,142,23,39,132,0,2021-07-18T14:30:00.0000000Z,PT30M,
716,716,681,581,782,744,782,136,23,43,123,0,2021-07-18T15:00:00.0000000Z,PT30M,
665,665,631,538,774,735,774,127,23,47,115,0,2021-07-18T15:30:00.0000000Z,PT30M,
605,605,572,483,751,699,751,122,22,51,108,0,2021-07-18T16:00:00.0000000Z,PT30M,
539,539,465,427,735,462,735,113,22,55,101,0,2021-07-18T16:30:00.0000000Z,PT30M,
433,469,339,281,546,196,707,151,21,60,94,7,2021-07-18T17:00:00.0000000Z,PT30M,
391,395,287,291,653,190,671,100,21,64,88,0,2021-07-18T17:30:00.0000000Z,PT30M,
317,320,246,225,601,234,620,91,20,69,83,1,2021-07-18T18:00:00.0000000Z,PT30M,
239,243,185,157,523,198,548,83,19,73,77,1,2021-07-18T18:30:00.0000000Z,PT30M,
167,169,132,100,441,169,455,67,19,78,71,1,2021-07-18T19:00:00.0000000Z,PT30M,
100,103,79,45,264,101,290,55,17,82,66,2,2021-07-18T19:30:00.0000000Z,PT30M,
47,48,37,16,92,41,97,32,16,86,60,1,2021-07-18T20:00:00.0000000Z,PT30M,
3,3,2,1,6,0,6,2,14,90,54,0,2021-07-18T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,93,48,0,2021-07-18T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,96,42,0,2021-07-18T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,99,35,0,2021-07-18T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,101,28,0,2021-07-18T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,103,22,0,2021-07-18T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,105,14,1,2021-07-18T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,106,7,2,2021-07-19T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,106,0,4,2021-07-19T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,106,-7,5,2021-07-19T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,105,-14,7,2021-07-19T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,103,-21,8,2021-07-19T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,101,-28,10,2021-07-19T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,99,-35,12,2021-07-19T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,96,-42,16,2021-07-19T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,93,-48,18,2021-07-19T04:00:00.0000000Z,PT30M,
2,2,1,0,0,0,0,2,12,90,-54,20,2021-07-19T04:30:00.0000000Z,PT30M,
24,29,12,2,12,0,29,22,12,86,-60,20,2021-07-19T05:00:00.0000000Z,PT30M,
59,72,29,9,53,6,112,51,14,82,-66,17,2021-07-19T05:30:00.0000000Z,PT30M,
