,ghi,ghi90,ghi10,ebh,dni,dni10,dni90,dhi,air_temp,zenith,azimuth,cloud_opacity,period_end,period
325,0,0,0,0,0,0,0,0,7,101,-74,35,2021-09-22T05:00:00.0000000Z,PT30M
326,0,0,0,0,0,0,0,0,7,96,-80,33,2021-09-22T05:30:00.0000000Z,PT30M
327,0,0,0,0,0,0,0,0,7,92,-86,31,2021-09-22T06:00:00.0000000Z,PT30M
328,15,22,2,1,7,0,24,14,8,87,-92,29,2021-09-22T06:30:00.0000000Z,PT30M
329,54,77,7,7,46,0,176,46,9,83,-98,29,2021-09-22T07:00:00.0000000Z,PT30M
330,103,145,17,18,88,0,322,85,10,78,-104,28,2021-09-22T07:30:00.0000000Z,PT30M
331,159,217,29,37,137,0,457,121,11,74,-111,26,2021-09-22T08:00:00.0000000Z,PT30M
332,215,288,43,61,178,0,550,154,12,70,-117,25,2021-09-22T08:30:00.0000000Z,PT30M
333,273,356,63,87,214,0,605,186,12,66,-124,23,2021-09-22T09:00:00.0000000Z,PT30M
334,324,417,78,118,261,1,683,205,14,63,-131,22,2021-09-22T09:30:00.0000000Z,PT30M
335,372,470,95,139,271,2,672,232,14,59,-139,21,2021-09-22T10:00:00.0000000Z,PT30M
