PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,Dhi,Dni,Ghi,Zenith
2020-06-01T01:00:00Z,2020-06-01T00:00:00Z,PT60M,9.5,-6,0.0,0,0,0,105
2020-06-01T02:00:00Z,2020-06-01T01:00:00Z,PT60M,8.9,-20,0.0,0,0,0,103
2020-06-01T03:00:00Z,2020-06-01T02:00:00Z,PT60M,8.2,-33,0.0,0,0,0,99
2020-06-01T04:00:00Z,2020-06-01T03:00:00Z,PT60M,7.6,-46,0.0,0,1,0,93
2020-06-01T05:00:00Z,2020-06-01T04:00:00Z,PT60M,7.9,-58,0.0,22,201,44,86
2020-06-01T06:00:00Z,2020-06-01T05:00:00Z,PT60M,10.1,-70,0.0,53,518,166,78
2020-06-01T07:00:00Z,2020-06-01T06:00:00Z,PT60M,12.7,-81,0.0,77,668,317,69
2020-06-01T08:00:00Z,2020-06-01T07:00:00Z,PT60M,14.5,-93,0.0,95,754,471,60
2020-06-01T09:00:00Z,2020-06-01T08:00:00Z,PT60M,15.9,-106,0.0,111,804,614,51
2020-06-01T10:00:00Z,2020-06-01T09:00:00Z,PT60M,17.1,-121,0.0,123,834,734,43
2020-06-01T11:00:00Z,2020-06-01T10:00:00Z,PT60M,18.0,-140,0.0,133,851,820,36
2020-06-01T12:00:00Z,2020-06-01T11:00:00Z,PT60M,19.1,-164,0.0,138,857,866,32
2020-06-01T13:00:00Z,2020-06-01T12:00:00Z,PT60M,19.8,169,0.5,153,832,862,32
2020-06-01T14:00:00Z,2020-06-01T13:00:00Z,PT60M,20.3,145,0.7,155,811,819,35
2020-06-01T15:00:00Z,2020-06-01T14:00:00Z,PT60M,20.5,125,8.4,249,576,680,41
2020-06-01T16:00:00Z,2020-06-01T15:00:00Z,PT60M,20.3,109,19.5,326,272,505,49
2020-06-01T17:00:00Z,2020-06-01T16:00:00Z,PT60M,19.9,95,13.2,218,383,424,58
2020-06-01T18:00:00Z,2020-06-01T17:00:00Z,PT60M,19.5,83,8.8,148,407,298,67
2020-06-01T19:00:00Z,2020-06-01T18:00:00Z,PT60M,18.5,72,2.8,76,396,177,76
2020-06-01T20:00:00Z,2020-06-01T19:00:00Z,PT60M,16.4,60,5.8,37,153,55,84
2020-06-01T21:00:00Z,2020-06-01T20:00:00Z,PT60M,14.2,49,31.6,1,0,1,92
2020-06-01T22:00:00Z,2020-06-01T21:00:00Z,PT60M,12.5,36,0.0,0,0,0,98
2020-06-01T23:00:00Z,2020-06-01T22:00:00Z,PT60M,11.3,23,1.2,0,0,0,102
2020-06-02T00:00:00Z,2020-06-01T23:00:00Z,PT60M,10.3,9,10.6,0,0,0,104
2020-06-02T01:00:00Z,2020-06-02T00:00:00Z,PT60M,9.4,-6,23.1,0,0,0,105
2020-06-02T02:00:00Z,2020-06-02T01:00:00Z,PT60M,8.9,-20,33.6,0,0,0,103
2020-06-02T03:00:00Z,2020-06-02T02:00:00Z,PT60M,8.6,-33,63.0,0,0,0,99
2020-06-02T04:00:00Z,2020-06-02T03:00:00Z,PT60M,8.3,-46,55.0,0,0,0,93
2020-06-02T05:00:00Z,2020-06-02T04:00:00Z,PT60M,8.7,-58,32.8,27,4,28,86
2020-06-02T06:00:00Z,2020-06-02T05:00:00Z,PT60M,10.5,-69,10.0,63,364,147,78
2020-06-02T07:00:00Z,2020-06-02T06:00:00Z,PT60M,12.3,-81,0.7,90,590,303,69
2020-06-02T08:00:00Z,2020-06-02T07:00:00Z,PT60M,13.8,-93,18.1,220,315,376,60
2020-06-02T09:00:00Z,2020-06-02T08:00:00Z,PT60M,15.1,-106,19.5,314,276,488,51
2020-06-02T10:00:00Z,2020-06-02T09:00:00Z,PT60M,16.4,-121,2.8,159,749,710,43
2020-06-02T11:00:00Z,2020-06-02T10:00:00Z,PT60M,17.8,-140,0.0,120,863,818,36
2020-06-02T12:00:00Z,2020-06-02T11:00:00Z,PT60M,19.1,-164,0.0,119,879,866,32
2020-06-02T13:00:00Z,2020-06-02T12:00:00Z,PT60M,20.1,169,0.0,118,880,870,31
2020-06-02T14:00:00Z,2020-06-02T13:00:00Z,PT60M,20.8,145,0.0,120,863,829,35
2020-06-02T15:00:00Z,2020-06-02T14:00:00Z,PT60M,21.3,125,0.0,122,829,746,41
2020-06-02T16:00:00Z,2020-06-02T15:00:00Z,PT60M,21.4,109,0.5,127,761,624,49
2020-06-02T17:00:00Z,2020-06-02T16:00:00Z,PT60M,20.7,95,5.8,162,555,457,58
2020-06-02T18:00:00Z,2020-06-02T17:00:00Z,PT60M,19.5,83,10.1,150,364,297,67
2020-06-02T19:00:00Z,2020-06-02T18:00:00Z,PT60M,18.0,72,33.7,81,165,129,76
2020-06-02T20:00:00Z,2020-06-02T19:00:00Z,PT60M,16.1,60,40.2,32,0,32,84
2020-06-02T21:00:00Z,2020-06-02T20:00:00Z,PT60M,14.6,49,89.7,1,0,1,91
2020-06-02T22:00:00Z,2020-06-02T21:00:00Z,PT60M,14.1,36,65.3,0,0,0,97
2020-06-02T23:00:00Z,2020-06-02T22:00:00Z,PT60M,13.9,23,58.6,0,0,0,102
2020-06-03T00:00:00Z,2020-06-02T23:00:00Z,PT60M,13.4,9,81.1,0,0,0,104
2020-06-03T01:00:00Z,2020-06-03T00:00:00Z,PT60M,12.8,-6,92.8,0,0,0,104
2020-06-03T02:00:00Z,2020-06-03T01:00:00Z,PT60M,12.6,-20,67.3,0,0,0,103
2020-06-03T03:00:00Z,2020-06-03T02:00:00Z,PT60M,12.8,-33,73.1,0,0,0,98
2020-06-03T04:00:00Z,2020-06-03T03:00:00Z,PT60M,12.8,-46,79.1,0,0,0,93
2020-06-03T05:00:00Z,2020-06-03T04:00:00Z,PT60M,12.7,-58,88.8,3,0,3,86
2020-06-03T06:00:00Z,2020-06-03T05:00:00Z,PT60M,12.7,-69,83.1,20,0,20,78
2020-06-03T07:00:00Z,2020-06-03T06:00:00Z,PT60M,12.8,-81,90.9,23,0,23,69
2020-06-03T08:00:00Z,2020-06-03T07:00:00Z,PT60M,12.3,-92,79.0,87,0,87,60
2020-06-03T09:00:00Z,2020-06-03T08:00:00Z,PT60M,11.5,-105,80.2,111,0,111,51
2020-06-03T10:00:00Z,2020-06-03T09:00:00Z,PT60M,11.4,-121,79.4,138,0,138,43
2020-06-03T11:00:00Z,2020-06-03T10:00:00Z,PT60M,11.9,-140,82.3,133,0,133,36
2020-06-03T12:00:00Z,2020-06-03T11:00:00Z,PT60M,12.0,-164,79.1,168,0,168,32
2020-06-03T13:00:00Z,2020-06-03T12:00:00Z,PT60M,11.8,170,76.2,192,0,192,31
2020-06-03T14:00:00Z,2020-06-03T13:00:00Z,PT60M,11.7,145,84.1,122,0,122,35
2020-06-03T15:00:00Z,2020-06-03T14:00:00Z,PT60M,11.9,125,76.7,164,0,164,41
2020-06-03T16:00:00Z,2020-06-03T15:00:00Z,PT60M,11.9,108,73.2,160,0,160,49
2020-06-03T17:00:00Z,2020-06-03T16:00:00Z,PT60M,11.8,95,74.2,122,0,122,58
2020-06-03T18:00:00Z,2020-06-03T17:00:00Z,PT60M,11.7,83,73.2,89,0,89,67
2020-06-03T19:00:00Z,2020-06-03T18:00:00Z,PT60M,11.5,72,79.0,40,0,40,76
2020-06-03T20:00:00Z,2020-06-03T19:00:00Z,PT60M,10.6,60,68.5,15,0,15,84
2020-06-03T21:00:00Z,2020-06-03T20:00:00Z,PT60M,9.6,49,45.1,1,0,1,91
2020-06-03T22:00:00Z,2020-06-03T21:00:00Z,PT60M,9.0,36,19.2,0,0,0,97
2020-06-03T23:00:00Z,2020-06-03T22:00:00Z,PT60M,8.5,23,45.1,0,0,0,102
2020-06-04T00:00:00Z,2020-06-03T23:00:00Z,PT60M,8.5,9,35.5,0,0,0,104
2020-06-04T01:00:00Z,2020-06-04T00:00:00Z,PT60M,8.3,-6,17.4,0,0,0,104
2020-06-04T02:00:00Z,2020-06-04T01:00:00Z,PT60M,7.4,-20,47.1,0,0,0,102
2020-06-04T03:00:00Z,2020-06-04T02:00:00Z,PT60M,6.7,-33,77.3,0,0,0,98
2020-06-04T04:00:00Z,2020-06-04T03:00:00Z,PT60M,6.5,-46,89.1,0,0,0,93
2020-06-04T05:00:00Z,2020-06-04T04:00:00Z,PT60M,6.7,-58,83.1,6,0,6,86
2020-06-04T06:00:00Z,2020-06-04T05:00:00Z,PT60M,8.1,-69,79.5,38,0,38,78
2020-06-04T07:00:00Z,2020-06-04T06:00:00Z,PT60M,9.6,-81,71.5,89,0,89,69
2020-06-04T08:00:00Z,2020-06-04T07:00:00Z,PT60M,10.6,-92,71.6,132,0,132,60
2020-06-04T09:00:00Z,2020-06-04T08:00:00Z,PT60M,11.5,-105,77.5,138,0,138,51
2020-06-04T10:00:00Z,2020-06-04T09:00:00Z,PT60M,11.4,-121,68.7,229,0,229,43
2020-06-04T11:00:00Z,2020-06-04T10:00:00Z,PT60M,11.5,-140,52.6,388,0,388,36
2020-06-04T12:00:00Z,2020-06-04T11:00:00Z,PT60M,12.6,-164,48.9,444,0,444,32
2020-06-04T13:00:00Z,2020-06-04T12:00:00Z,PT60M,13.4,170,77.4,197,0,197,31
2020-06-04T14:00:00Z,2020-06-04T13:00:00Z,PT60M,13.8,145,68.5,262,0,262,35
2020-06-04T15:00:00Z,2020-06-04T14:00:00Z,PT60M,13.7,124,53.0,357,0,357,41
2020-06-04T16:00:00Z,2020-06-04T15:00:00Z,PT60M,13.4,108,59.4,262,0,262,49
2020-06-04T17:00:00Z,2020-06-04T16:00:00Z,PT60M,12.9,95,63.9,181,0,181,58
2020-06-04T18:00:00Z,2020-06-04T17:00:00Z,PT60M,11.8,83,54.3,159,0,159,67
2020-06-04T19:00:00Z,2020-06-04T18:00:00Z,PT60M,10.8,72,74.1,52,0,52,76
2020-06-04T20:00:00Z,2020-06-04T19:00:00Z,PT60M,9.9,60,66.3,20,0,20,84
2020-06-04T21:00:00Z,2020-06-04T20:00:00Z,PT60M,8.7,49,65.4,1,0,1,91
2020-06-04T22:00:00Z,2020-06-04T21:00:00Z,PT60M,8.1,36,55.3,0,0,0,97
2020-06-04T23:00:00Z,2020-06-04T22:00:00Z,PT60M,7.9,23,53.5,0,0,0,102
2020-06-05T00:00:00Z,2020-06-04T23:00:00Z,PT60M,7.4,9,65.2,0,0,0,104
2020-06-05T01:00:00Z,2020-06-05T00:00:00Z,PT60M,7.0,-6,64.2,0,0,0,104
2020-06-05T02:00:00Z,2020-06-05T01:00:00Z,PT60M,7.0,-20,60.6,0,0,0,102
2020-06-05T03:00:00Z,2020-06-05T02:00:00Z,PT60M,6.8,-33,56.1,0,0,0,98
2020-06-05T04:00:00Z,2020-06-05T03:00:00Z,PT60M,6.4,-46,62.9,0,0,0,93
2020-06-05T05:00:00Z,2020-06-05T04:00:00Z,PT60M,7.0,-58,68.8,14,0,14,86
2020-06-05T06:00:00Z,2020-06-05T05:00:00Z,PT60M,7.9,-69,58.0,77,0,77,77
2020-06-05T07:00:00Z,2020-06-05T06:00:00Z,PT60M,8.2,-80,35.0,159,124,204,69
2020-06-05T08:00:00Z,2020-06-05T07:00:00Z,PT60M,7.9,-92,57.2,204,0,204,60
2020-06-05T09:00:00Z,2020-06-05T08:00:00Z,PT60M,7.9,-105,51.6,301,7,306,51
2020-06-05T10:00:00Z,2020-06-05T09:00:00Z,PT60M,9.1,-120,44.9,375,48,410,43
2020-06-05T11:00:00Z,2020-06-05T10:00:00Z,PT60M,10.8,-140,21.8,330,403,658,36
2020-06-05T12:00:00Z,2020-06-05T11:00:00Z,PT60M,11.6,-164,33.8,371,255,587,31
2020-06-05T13:00:00Z,2020-06-05T12:00:00Z,PT60M,12.1,170,20.2,324,453,711,31
2020-06-05T14:00:00Z,2020-06-05T13:00:00Z,PT60M,12.4,145,6.2,201,728,800,34
2020-06-05T15:00:00Z,2020-06-05T14:00:00Z,PT60M,12.3,124,7.3,206,680,716,41
2020-06-05T16:00:00Z,2020-06-05T15:00:00Z,PT60M,12.0,108,4.5,150,727,628,49
2020-06-05T17:00:00Z,2020-06-05T16:00:00Z,PT60M,11.3,95,5.1,138,654,488,58
2020-06-05T18:00:00Z,2020-06-05T17:00:00Z,PT60M,10.5,83,9.6,141,451,322,67
2020-06-05T19:00:00Z,2020-06-05T18:00:00Z,PT60M,9.6,72,7.6,93,355,182,75
2020-06-05T20:00:00Z,2020-06-05T19:00:00Z,PT60M,8.4,60,19.7,43,94,56,84
2020-06-05T21:00:00Z,2020-06-05T20:00:00Z,PT60M,7.1,48,32.2,2,0,2,91
2020-06-05T22:00:00Z,2020-06-05T21:00:00Z,PT60M,6.3,36,1.1,0,0,0,97
2020-06-05T23:00:00Z,2020-06-05T22:00:00Z,PT60M,5.8,23,30.2,0,0,0,101
2020-06-06T00:00:00Z,2020-06-05T23:00:00Z,PT60M,5.6,9,23.5,0,0,0,104
2020-06-06T01:00:00Z,2020-06-06T00:00:00Z,PT60M,5.6,-5,52.3,0,0,0,104
2020-06-06T02:00:00Z,2020-06-06T01:00:00Z,PT60M,5.8,-20,72.2,0,0,0,102
2020-06-06T03:00:00Z,2020-06-06T02:00:00Z,PT60M,6.1,-33,73.6,0,0,0,98
2020-06-06T04:00:00Z,2020-06-06T03:00:00Z,PT60M,6.2,-46,87.9,0,0,0,92
2020-06-06T05:00:00Z,2020-06-06T04:00:00Z,PT60M,6.3,-58,83.1,8,0,8,85
2020-06-06T06:00:00Z,2020-06-06T05:00:00Z,PT60M,6.5,-69,70.7,39,0,39,77
2020-06-06T07:00:00Z,2020-06-06T06:00:00Z,PT60M,6.9,-80,77.3,64,0,64,69
2020-06-06T08:00:00Z,2020-06-06T07:00:00Z,PT60M,7.6,-92,73.6,119,0,119,60
2020-06-06T09:00:00Z,2020-06-06T08:00:00Z,PT60M,8.7,-105,72.2,166,0,166,51
2020-06-06T10:00:00Z,2020-06-06T09:00:00Z,PT60M,10.9,-120,32.1,348,199,500,43
2020-06-06T11:00:00Z,2020-06-06T10:00:00Z,PT60M,13.1,-140,31.6,466,124,564,36
2020-06-06T12:00:00Z,2020-06-06T11:00:00Z,PT60M,13.8,-164,37.2,466,99,551,31
2020-06-06T13:00:00Z,2020-06-06T12:00:00Z,PT60M,13.7,170,41.3,444,77,510,31
2020-06-06T14:00:00Z,2020-06-06T13:00:00Z,PT60M,13.6,145,38.8,491,20,508,34
2020-06-06T15:00:00Z,2020-06-06T14:00:00Z,PT60M,13.6,124,46.3,316,117,405,41
2020-06-06T16:00:00Z,2020-06-06T15:00:00Z,PT60M,13.5,108,50.9,311,3,313,49
2020-06-06T17:00:00Z,2020-06-06T16:00:00Z,PT60M,13.3,95,35.1,261,122,326,58
2020-06-06T18:00:00Z,2020-06-06T17:00:00Z,PT60M,12.8,83,51.1,156,44,175,67
2020-06-06T19:00:00Z,2020-06-06T18:00:00Z,PT60M,12.0,72,28.8,97,167,134,75
2020-06-06T20:00:00Z,2020-06-06T19:00:00Z,PT60M,10.7,60,19.3,39,148,60,84
2020-06-06T21:00:00Z,2020-06-06T20:00:00Z,PT60M,9.1,48,31.4,2,0,2,91
2020-06-06T22:00:00Z,2020-06-06T21:00:00Z,PT60M,8.1,36,1.1,0,0,0,97
2020-06-06T23:00:00Z,2020-06-06T22:00:00Z,PT60M,8.0,23,11.3,0,0,0,101
2020-06-07T00:00:00Z,2020-06-06T23:00:00Z,PT60M,8.0,9,63.8,0,0,0,104
2020-06-07T01:00:00Z,2020-06-07T00:00:00Z,PT60M,7.7,-5,61.0,0,0,0,104
2020-06-07T02:00:00Z,2020-06-07T01:00:00Z,PT60M,7.6,-19,75.1,0,0,0,102
2020-06-07T03:00:00Z,2020-06-07T02:00:00Z,PT60M,8.1,-33,83.1,0,0,0,98
2020-06-07T04:00:00Z,2020-06-07T03:00:00Z,PT60M,8.8,-46,87.2,0,0,0,92
2020-06-07T05:00:00Z,2020-06-07T04:00:00Z,PT60M,9.0,-57,93.4,3,0,3,85
2020-06-07T06:00:00Z,2020-06-07T05:00:00Z,PT60M,9.4,-69,92.1,13,0,13,77
2020-06-07T07:00:00Z,2020-06-07T06:00:00Z,PT60M,9.9,-80,84.5,47,0,47,69
2020-06-07T08:00:00Z,2020-06-07T07:00:00Z,PT60M,10.5,-92,81.4,86,0,86,60
2020-06-07T09:00:00Z,2020-06-07T08:00:00Z,PT60M,11.2,-105,78.7,127,0,127,51
2020-06-07T10:00:00Z,2020-06-07T09:00:00Z,PT60M,11.7,-120,73.0,194,0,194,42
2020-06-07T11:00:00Z,2020-06-07T10:00:00Z,PT60M,11.9,-139,74.7,203,0,203,36
2020-06-07T12:00:00Z,2020-06-07T11:00:00Z,PT60M,12.4,-163,66.5,287,0,287,31
2020-06-07T13:00:00Z,2020-06-07T12:00:00Z,PT60M,13.4,170,49.8,430,0,430,31
2020-06-07T14:00:00Z,2020-06-07T13:00:00Z,PT60M,14.6,145,69.0,252,0,252,34
2020-06-07T15:00:00Z,2020-06-07T14:00:00Z,PT60M,14.9,124,54.0,340,0,340,41
2020-06-07T16:00:00Z,2020-06-07T15:00:00Z,PT60M,14.2,108,31.9,353,109,426,49
2020-06-07T17:00:00Z,2020-06-07T16:00:00Z,PT60M,13.7,95,43.1,266,24,279,58
2020-06-07T18:00:00Z,2020-06-07T17:00:00Z,PT60M,13.3,83,56.4,147,0,147,67
2020-06-07T19:00:00Z,2020-06-07T18:00:00Z,PT60M,12.6,72,63.4,69,0,69,75
2020-06-07T20:00:00Z,2020-06-07T19:00:00Z,PT60M,11.0,60,31.9,41,60,49,83
2020-06-07T21:00:00Z,2020-06-07T20:00:00Z,PT60M,8.9,48,65.1,2,0,2,91
2020-06-07T22:00:00Z,2020-06-07T21:00:00Z,PT60M,7.5,36,26.9,0,0,0,97
2020-06-07T23:00:00Z,2020-06-07T22:00:00Z,PT60M,6.9,23,3.3,0,0,0,101
2020-06-08T00:00:00Z,2020-06-07T23:00:00Z,PT60M,6.2,9,2.0,0,0,0,104
2020-06-08T01:00:00Z,2020-06-08T00:00:00Z,PT60M,5.6,-5,54.4,0,0,0,104
2020-06-08T02:00:00Z,2020-06-08T01:00:00Z,PT60M,5.2,-19,71.1,0,0,0,102
2020-06-08T03:00:00Z,2020-06-08T02:00:00Z,PT60M,4.9,-33,58.7,0,0,0,98
2020-06-08T04:00:00Z,2020-06-08T03:00:00Z,PT60M,4.7,-45,53.2,1,0,1,92
2020-06-08T05:00:00Z,2020-06-08T04:00:00Z,PT60M,5.7,-57,52.9,13,0,13,85
2020-06-08T06:00:00Z,2020-06-08T05:00:00Z,PT60M,7.3,-69,74.8,38,0,38,77
2020-06-08T07:00:00Z,2020-06-08T06:00:00Z,PT60M,8.0,-80,70.6,85,0,85,69
2020-06-08T08:00:00Z,2020-06-08T07:00:00Z,PT60M,8.4,-92,61.5,171,0,171,60
2020-06-08T09:00:00Z,2020-06-08T08:00:00Z,PT60M,9.5,-105,54.1,270,0,270,51
2020-06-08T10:00:00Z,2020-06-08T09:00:00Z,PT60M,11.0,-120,62.4,264,0,264,42
2020-06-08T11:00:00Z,2020-06-08T10:00:00Z,PT60M,12.3,-139,66.3,268,0,268,36
2020-06-08T12:00:00Z,2020-06-08T11:00:00Z,PT60M,12.9,-163,37.7,459,78,527,31
2020-06-08T13:00:00Z,2020-06-08T12:00:00Z,PT60M,13.0,170,32.2,545,31,572,31
2020-06-08T14:00:00Z,2020-06-08T13:00:00Z,PT60M,13.5,145,27.7,476,128,580,34
2020-06-08T15:00:00Z,2020-06-08T14:00:00Z,PT60M,14.3,124,38.4,417,45,453,41
2020-06-08T16:00:00Z,2020-06-08T15:00:00Z,PT60M,14.8,108,42.2,358,0,358,49
2020-06-08T17:00:00Z,2020-06-08T16:00:00Z,PT60M,14.6,95,34.5,294,35,314,57
2020-06-08T18:00:00Z,2020-06-08T17:00:00Z,PT60M,14.3,83,45.2,184,0,184,66
2020-06-08T19:00:00Z,2020-06-08T18:00:00Z,PT60M,13.7,72,54.2,81,0,81,75
2020-06-08T20:00:00Z,2020-06-08T19:00:00Z,PT60M,12.1,60,55.8,25,0,25,83
2020-06-08T21:00:00Z,2020-06-08T20:00:00Z,PT60M,10.2,48,39.5,2,0,2,91
2020-06-08T22:00:00Z,2020-06-08T21:00:00Z,PT60M,9.3,36,30.9,0,0,0,97
2020-06-08T23:00:00Z,2020-06-08T22:00:00Z,PT60M,9.3,23,52.6,0,0,0,101
2020-06-09T00:00:00Z,2020-06-08T23:00:00Z,PT60M,9.1,9,48.3,0,0,0,104
2020-06-09T01:00:00Z,2020-06-09T00:00:00Z,PT60M,8.7,-5,26.2,0,0,0,104
2020-06-09T02:00:00Z,2020-06-09T01:00:00Z,PT60M,8.4,-19,44.2,0,0,0,102
2020-06-09T03:00:00Z,2020-06-09T02:00:00Z,PT60M,8.3,-33,47.8,0,0,0,98
2020-06-09T04:00:00Z,2020-06-09T03:00:00Z,PT60M,8.3,-45,37.8,0,0,0,92
2020-06-09T05:00:00Z,2020-06-09T04:00:00Z,PT60M,8.4,-57,57.4,12,0,12,85
2020-06-09T06:00:00Z,2020-06-09T05:00:00Z,PT60M,8.9,-69,73.6,40,0,40,77
2020-06-09T07:00:00Z,2020-06-09T06:00:00Z,PT60M,9.3,-80,50.6,146,0,146,69
2020-06-09T08:00:00Z,2020-06-09T07:00:00Z,PT60M,9.7,-92,47.9,230,0,230,60
2020-06-09T09:00:00Z,2020-06-09T08:00:00Z,PT60M,11.3,-105,44.0,333,4,336,51
2020-06-09T10:00:00Z,2020-06-09T09:00:00Z,PT60M,12.7,-120,42.4,401,11,409,42
2020-06-09T11:00:00Z,2020-06-09T10:00:00Z,PT60M,13.6,-139,54.0,371,0,371,35
2020-06-09T12:00:00Z,2020-06-09T11:00:00Z,PT60M,14.3,-163,36.7,518,23,538,31
2020-06-09T13:00:00Z,2020-06-09T12:00:00Z,PT60M,14.2,170,34.4,539,18,554,31
2020-06-09T14:00:00Z,2020-06-09T13:00:00Z,PT60M,14.6,145,29.3,489,95,569,34
2020-06-09T15:00:00Z,2020-06-09T14:00:00Z,PT60M,15.1,124,53.5,338,0,338,40
2020-06-09T16:00:00Z,2020-06-09T15:00:00Z,PT60M,15.2,108,41.2,353,7,357,49
2020-06-09T17:00:00Z,2020-06-09T16:00:00Z,PT60M,15.1,95,61.4,186,0,186,57
2020-06-09T18:00:00Z,2020-06-09T17:00:00Z,PT60M,14.1,83,62.9,122,0,122,66
2020-06-09T19:00:00Z,2020-06-09T18:00:00Z,PT60M,12.4,72,70.7,53,0,53,75
2020-06-09T20:00:00Z,2020-06-09T19:00:00Z,PT60M,10.8,60,75.4,16,0,16,83
2020-06-09T21:00:00Z,2020-06-09T20:00:00Z,PT60M,9.8,48,86.9,1,0,1,91
2020-06-09T22:00:00Z,2020-06-09T21:00:00Z,PT60M,9.3,36,72.7,0,0,0,97
2020-06-09T23:00:00Z,2020-06-09T22:00:00Z,PT60M,8.9,23,76.2,0,0,0,101
2020-06-10T00:00:00Z,2020-06-09T23:00:00Z,PT60M,8.9,9,79.9,0,0,0,103
2020-06-10T01:00:00Z,2020-06-10T00:00:00Z,PT60M,9.1,-5,80.6,0,0,0,104
2020-06-10T02:00:00Z,2020-06-10T01:00:00Z,PT60M,9.0,-19,89.4,0,0,0,102
2020-06-10T03:00:00Z,2020-06-10T02:00:00Z,PT60M,8.9,-33,94.1,0,0,0,98
2020-06-10T04:00:00Z,2020-06-10T03:00:00Z,PT60M,8.8,-45,73.3,0,0,0,92
2020-06-10T05:00:00Z,2020-06-10T04:00:00Z,PT60M,8.8,-57,74.7,10,0,10,85
2020-06-10T06:00:00Z,2020-06-10T05:00:00Z,PT60M,9.2,-69,80.2,31,0,31,77
2020-06-10T07:00:00Z,2020-06-10T06:00:00Z,PT60M,9.8,-80,75.1,79,0,79,69
2020-06-10T08:00:00Z,2020-06-10T07:00:00Z,PT60M,10.4,-92,47.6,245,0,245,60
2020-06-10T09:00:00Z,2020-06-10T08:00:00Z,PT60M,11.1,-105,44.1,339,0,339,51
2020-06-10T10:00:00Z,2020-06-10T09:00:00Z,PT60M,12.0,-120,76.8,166,0,166,42
2020-06-10T11:00:00Z,2020-06-10T10:00:00Z,PT60M,13.0,-139,76.4,193,0,193,35
2020-06-10T12:00:00Z,2020-06-10T11:00:00Z,PT60M,13.6,-163,64.4,305,0,305,31
2020-06-10T13:00:00Z,2020-06-10T12:00:00Z,PT60M,13.8,170,54.1,388,0,388,30
2020-06-10T14:00:00Z,2020-06-10T13:00:00Z,PT60M,14.3,145,65.6,277,0,277,34
2020-06-10T15:00:00Z,2020-06-10T14:00:00Z,PT60M,14.9,124,56.1,316,0,316,40
2020-06-10T16:00:00Z,2020-06-10T15:00:00Z,PT60M,14.8,108,40.5,367,0,367,48
2020-06-10T17:00:00Z,2020-06-10T16:00:00Z,PT60M,14.4,95,47.5,251,0,251,57
2020-06-10T18:00:00Z,2020-06-10T17:00:00Z,PT60M,13.5,83,60.4,130,0,130,66
2020-06-10T19:00:00Z,2020-06-10T18:00:00Z,PT60M,12.3,71,51.0,85,0,85,75
2020-06-10T20:00:00Z,2020-06-10T19:00:00Z,PT60M,11.4,60,49.8,33,0,33,83
2020-06-10T21:00:00Z,2020-06-10T20:00:00Z,PT60M,10.3,48,54.8,2,0,2,90
2020-06-10T22:00:00Z,2020-06-10T21:00:00Z,PT60M,9.3,36,63.4,0,0,0,97
2020-06-10T23:00:00Z,2020-06-10T22:00:00Z,PT60M,8.9,23,41.1,0,0,0,101
2020-06-11T00:00:00Z,2020-06-10T23:00:00Z,PT60M,8.8,9,46.5,0,0,0,103
2020-06-11T01:00:00Z,2020-06-11T00:00:00Z,PT60M,8.9,-5,33.1,0,0,0,104
2020-06-11T02:00:00Z,2020-06-11T01:00:00Z,PT60M,9.1,-19,51.9,0,0,0,102
2020-06-11T03:00:00Z,2020-06-11T02:00:00Z,PT60M,9.4,-33,54.5,0,0,0,98
2020-06-11T04:00:00Z,2020-06-11T03:00:00Z,PT60M,9.5,-45,45.7,0,0,0,92
2020-06-11T05:00:00Z,2020-06-11T04:00:00Z,PT60M,9.4,-57,67.6,10,0,10,85
2020-06-11T06:00:00Z,2020-06-11T05:00:00Z,PT60M,10.1,-69,74.6,41,0,41,77
2020-06-11T07:00:00Z,2020-06-11T06:00:00Z,PT60M,11.1,-80,65.0,105,0,105,69
2020-06-11T08:00:00Z,2020-06-11T07:00:00Z,PT60M,11.6,-92,63.5,161,0,161,60
2020-06-11T09:00:00Z,2020-06-11T08:00:00Z,PT60M,11.5,-104,69.6,178,0,178,51
2020-06-11T10:00:00Z,2020-06-11T09:00:00Z,PT60M,10.7,-120,75.3,168,0,168,42
2020-06-11T11:00:00Z,2020-06-11T10:00:00Z,PT60M,10.5,-139,84.5,122,0,122,35
2020-06-11T12:00:00Z,2020-06-11T11:00:00Z,PT60M,12.3,-163,69.3,258,0,258,31
2020-06-11T13:00:00Z,2020-06-11T12:00:00Z,PT60M,14.6,170,44.3,474,0,474,30
2020-06-11T14:00:00Z,2020-06-11T13:00:00Z,PT60M,15.8,145,37.1,475,49,514,34
2020-06-11T15:00:00Z,2020-06-11T14:00:00Z,PT60M,16.5,124,40.1,423,31,448,40
2020-06-11T16:00:00Z,2020-06-11T15:00:00Z,PT60M,15.7,108,62.9,235,0,235,48
2020-06-11T17:00:00Z,2020-06-11T16:00:00Z,PT60M,13.8,95,69.5,148,0,148,57
2020-06-11T18:00:00Z,2020-06-11T17:00:00Z,PT60M,12.3,83,75.6,79,0,79,66
2020-06-11T19:00:00Z,2020-06-11T18:00:00Z,PT60M,11.3,71,75.4,48,0,48,75
2020-06-11T20:00:00Z,2020-06-11T19:00:00Z,PT60M,10.6,60,82.5,10,0,10,83
